verdict,politician_name,statement,statement_date,statement_source,factcheck_analysis_link
half-true,Hillary Clinton,"Says Bernie Sanders ""was against the auto bailout"" and ""voted against the money that ended up saving the auto industry.""",3/6/2016,speech,https://www.politifact.com/factchecks/2016/mar/07/hillary-clinton/michigan-hillary-clinton-says-bernie-sanders-was-a/
mostly-false,Hillary Clinton,"""Our campaign depends on small donations for the majority of our support.""",3/15/2016,speech,https://www.politifact.com/factchecks/2016/mar/21/hillary-clinton/hillary-clinton-says-her-campaign-depends-small-do/
mostly-false,Hillary Clinton,"Says President Donald Trump ""is still yet to say anything as the president of the United States about bounties on American troops.""",7/20/2020,news,https://www.politifact.com/factchecks/2020/jul/23/hillary-clinton/fact-checking-hillary-clinton-donald-trumps-respon/
half-true,Hillary Clinton,"""The state that has the highest per capita number of  guns that end up committing crimes in New York come from Vermont.""",4/11/2016,other,https://www.politifact.com/factchecks/2016/apr/12/hillary-clinton/look-hillary-clintons-claim-about-vermonts-gun-pip/
false,Hillary Clinton,"The Benghazi probe is ""the longest-running congressional investigation ever.""",9/30/2015,campaign,https://www.politifact.com/factchecks/2015/oct/02/hillary-clinton/clinton-campaign-benghazi-probe-congress-longest-i/
half-true,JB Pritzker,"Says states with graduated income taxes ""create jobs and grow their economies faster"" than Illinois.",5/1/2019,speech,https://www.politifact.com/factchecks/2019/may/19/jb-pritzker/pritzkers-latest-sweeping-tax-claim-falls-flat/
mostly-false,Jack Kingston,"""Perdue mismanaged Pillowtex, and nearly 8,000 people got laid off.""",7/1/2014,advertisement,https://www.politifact.com/factchecks/2014/jul/16/jack-kingston/pillowtex-accusations-overstate-point/
mostly-false,Jeb Bush,"""I released all my emails.""",8/27/2015,campaign,https://www.politifact.com/factchecks/2015/aug/31/jeb-bush/jeb-bush-says-he-has-released-all-his-emails/
mostly-true,Jeb Bush,"Says in 2002, he ""won more Hispanic votes than Anglo votes, 60 percent in the state.""",7/27/2015,news,https://www.politifact.com/factchecks/2015/jul/31/jeb-bush/jeb-bush-says-he-won-60-hispanic-vote-2002-electio/
false,Jeb Bush,"The debt ""comes up all the time in town meetings ... but it's never asked in the debates. It's really weird. It hasn't been brought up.""",2/2/2016,other,https://www.politifact.com/factchecks/2016/feb/02/jeb-bush/jeb-bush-wrong-claim-national-debt-never-debate-to/
mostly-false,Jeb Bush,"Eliminating affirmative action in admissions in Florida led to ""more African American and Hispanic kids attending our university system"" than before.",2/27/2015,other,https://www.politifact.com/factchecks/2015/mar/11/jeb-bush/florida-has-more-black-and-hispanic-university-stu/
half-true,Jerry Brown,"""California has added twice as many jobs as Florida"" over the past year.",4/26/2016,statement,https://www.politifact.com/factchecks/2016/may/06/jerry-brown/jerry-browns-mostly-true-claim-about-california-do/
half-true,Jim Justice,"""Our WV highways rank 16th in the country in a national survey of highway systems, up 20 spots from last years ranking! This ranking affirms all the hard work weve done, and that we continue to do, fixing our states roads.""",8/22/2019,social_media,https://www.politifact.com/factchecks/2019/oct/01/jim-justice/fact-checking-jim-justices-boast-about-wva-highway/
true,Joe Manchin,"John Raese's wife ""is registered to vote in Florida so she can't even vote for him.""",10/8/2010,campaign,https://www.politifact.com/factchecks/2010/oct/14/joe-manchin/joe-manchin-attacks-john-raese-wife-registered-vot/
mostly-true,Joe Scarborough,"""Since Barack Obama became president of the United States, 95 percent of economic gains have been made by the richest 1 percent.""",1/21/2014,television,https://www.politifact.com/factchecks/2014/jan/22/joe-scarborough/scarborough-top-1-took-95-gains-under-obama/
mostly-true,John Kitzhaber,"""Creating 25 jobs in Umatilla County has the same impact as 500 jobs in the metro region.""",4/19/2011,news,https://www.politifact.com/factchecks/2011/jun/17/john-kitzhaber/governor-compares-creating-25-jobs-rural-umatilla-/
pants-fire,Jon Huntsman,"""The IRS is already planning on 19,500 new employees to administer"" Obamas health care mandate.",10/11/2011,speech,https://www.politifact.com/factchecks/2011/oct/13/jon-huntsman/jon-huntsman-says-irs-will-hire-19500-new-workers-/
mostly-false,Kamala Harris,"""The cost of living is going up, but paychecks aren't keeping up.""",1/27/2019,campaign,https://www.politifact.com/factchecks/2019/jan/30/kamala-harris/are-paychecks-failing-keep-inflation/
mostly-false,Kendrick Meek,"Jeff Greene ""is the king of the undercover Credit Default Swap that brought about the destruction of our economy that we have right now.""",6/22/2010,speech,https://www.politifact.com/factchecks/2010/jun/22/kendrick-meek/kendrick-meek-jeff-greene-credit-default-swap/
false,Kevin McCarthy,"Raising the national minimum wage to $15 per hour ""would destroy up to 3.7 million jobs.""",2/9/2021,news,https://www.politifact.com/factchecks/2021/feb/11/kevin-mccarthy/gop-house-leader-kevin-mccarthy-distorts-job-loss-/
mostly-false,Lamar Smith,"Mexican government officials ""hand out brochures showing individuals how they can avoid our Border Patrol, how they can get into our country.""",5/20/2010,news,https://www.politifact.com/factchecks/2010/may/30/lamar-smith/smith-says-mexico-hands-out-brochures-showing-migr/
mostly-true,Leah Vukmir,"""For the first time in history, Wisconsin has more government jobs than manufacturing jobs.""",10/9/2010,campaign,https://www.politifact.com/factchecks/2010/oct/11/leah-vukmir/gop-state-senate-candidate-leah-vukmir-says-wiscon/
mostly-false,Lindsey Graham,"""If you took every penny of the 1 percent, including their dog, you wouldn't even begin to balance the budget.""",3/8/2015,speech,https://www.politifact.com/factchecks/2015/mar/27/lindsey-graham/lindsey-graham-says-taking-every-penny-wealthiest-/
mostly-true,Lloyd Doggett,Says he represents or has represented about half the San Antonio-rooted district in which he seeks election.,4/14/2012,news,https://www.politifact.com/factchecks/2012/may/17/lloyd-doggett/lloyd-doggett-says-he-represents-or-has-represente/
false,Louie Gohmert,"Says that ""all those who do not answer directly to the president, they've said (repealing Don't Ask, Don't Tell) is a terrible idea.""",12/15/2010,speech,https://www.politifact.com/factchecks/2010/dec/23/louie-gohmert/louie-gohmert-says-those-who-dont-answer-directly-/
mostly-true,Maggie Hassan,"Kelly Ayotte ""has voted to defund Planned Parenthood"" six times.",4/8/2016,news,https://www.politifact.com/factchecks/2016/apr/29/maggie-hassan/maggie-hassan-says-kelly-ayotte-has-record-voting-/
mostly-true,Marco Rubio,"""From now on, we have to pay the Russians $50 million an astronaut to send Americans to the space station""",7/7/2011,news,https://www.politifact.com/factchecks/2011/jul/13/marco-rubio/rubio-says-us-will-pay-russia-50-million-astronaut/
half-true,Marco Rubio,"""Charlie Crist was the only prominent Republican in the country to campaign with Barack Obama before the stimulus passed, on behalf of the stimulus.""",2/17/2010,news,https://www.politifact.com/factchecks/2010/mar/02/marco-rubio/crist-only-republican-campaign-obama-stimulus-rubi/
mostly-false,Marco Rubio,"""The American people support defunding Obamacare and oppose shutting down the government.""",9/20/2013,news,https://www.politifact.com/factchecks/2013/sep/23/marco-rubio/marco-rubio-favors-defunding-obamacare-opposes-gov/
mostly-false,Marco Rubio,"""There are over 700,000 Americans on some watch list or another that would all be captured"" in a Democratic amendment intended to stop suspected terrorists from buying guns.",12/6/2015,news,https://www.politifact.com/factchecks/2015/dec/06/marco-rubio/marco-rubio-says-700000-americans-could-be-affecte/
mostly-false,Marco Rubio,"""There is no reason for anybody to be losing any of their current benefits under Medicaid.""",6/28/2017,social_media,https://www.politifact.com/factchecks/2017/jun/30/marco-rubio/marco-rubio-wrong-conclude-senate-bill-wont-lead-m/
mostly-false,Marco Rubio,"Says President Barack Obama could ""basically"" legalize all immigrants here illegally ""by the sign of a pen.""",8/13/2013,radio,https://www.politifact.com/factchecks/2013/aug/22/marco-rubio/marco-rubio-fears-obama-could-basically-legalize-a/
mostly-true,Marco Rubio,"""No other country has a constitutional right"" like the Second Amendment.",4/25/2014,speech,https://www.politifact.com/factchecks/2014/apr/29/marco-rubio/marco-rubio-says-second-amendment-unique-speech-nr/
mostly-true,Martin O'Malley,"""Net immigration from Mexico last year was zero. Fact-check me.""",11/14/2015,speech,https://www.politifact.com/factchecks/2015/nov/15/martin-omalley/martin-omalley-net-migration-mexico-was-0-2014/
pants-fire,Mary Burke,"""Wisconsin wages are declining at double the rate of other states.""",3/25/2014,other,https://www.politifact.com/factchecks/2014/mar/31/mary-burke/mary-burke-says-wages-are-declining-wisconsin-doub/
mostly-true,Matt Gaetz,"""In 1992, the Democratic Party had in their platform provisions that said that illegal aliens were coming in this country, committing felonies, sent back and then they were right back across the border to do the same thing.""",2/7/2019,news,https://www.politifact.com/factchecks/2019/feb/13/matt-gaetz/matt-gaetz-said-democrats-platform-once-said-illeg/
half-true,Michael Bloomberg,"""I certainly supported Barack Obama and Joe Biden. ... I was there both times for them.""",2/26/2020,television,https://www.politifact.com/factchecks/2020/mar/03/michael-bloomberg/mike-bloomberg-exaggerates-his-support-obama-2008-/
half-true,Michael McCaul,"Says the New York bike path assault ""was the ninth vehicle assault used by ISIS.""",10/31/2017,news,https://www.politifact.com/factchecks/2017/nov/10/michael-mccaul/michael-mccaul-makes-half-true-claim-new-york-atta/
false,Michele Bachmann,"""My husband and I have never gotten a penny of money from the farm.""",6/26/2011,news,https://www.politifact.com/factchecks/2011/jul/01/michele-bachmann/rep-michele-bachmann-says-shes-never-received-penn/
half-true,Michele Bachmann,"President Obamas uncle and aunt ""are illegal aliens ... who've been allowed to stay in this country.""",10/18/2011,speech,https://www.politifact.com/factchecks/2011/oct/20/michele-bachmann/michele-bachmann-links-obama-relatives-immigration/
false,Michele Bachmann,"""If you threw a barbecue yesterday for the Memorial weekend, it was 29 percent more expensive than last year because Barack Obama's policies have led to groceries going up 29 percent.""",6/1/2011,news,https://www.politifact.com/factchecks/2011/jun/27/michele-bachmann/michele-bachmann-says-food-prices-barbecues-29-per/
mostly-false,Mike DeWine,"""The fact is 90-percent of Down Syndrome children were aborted in this country.""",2/20/2012,news,https://www.politifact.com/factchecks/2012/mar/08/mike-dewine/mike-dewine-says-90-percent-down-syndrome-pregnanc/
true,Mike Huckabee,"Says Time magazine called him ""one of America's best governors.""",1/10/2008,advertisement,https://www.politifact.com/factchecks/2008/jan/10/mike-huckabee/top-5-in-fact/
true,Mike Huckabee,"""When I was in college, we used to take a popcorn popper . . . and we would fry squirrel.""",1/18/2008,news,https://www.politifact.com/factchecks/2008/feb/07/mike-huckabee/it-tasted-like-chicken/
half-true,Mitt Romney,"""Since President Obama took office, there are over 450,000 more unemployed women.""",10/6/2012,campaign,https://www.politifact.com/factchecks/2012/oct/10/mitt-romney/mitt-romney-ad-says-under-barack-obama-there-are-4/
mostly-false,Mitt Romney,"""I saw my father march with Martin Luther King.""",12/6/2007,other,https://www.politifact.com/factchecks/2007/dec/28/mitt-romney/george-romney-and-mlk-marched-but-not-together/
half-true,Mitt Romney,"Under the ""Obama economy ... utility bills are higher.""",8/30/2012,speech,https://www.politifact.com/factchecks/2012/aug/31/mitt-romney/mitt-romney-says-utility-prices-have-risen-under-b/
true,Mitt Romney,"""In the month of January, Canada created more new jobs than we did.""",2/11/2011,speech,https://www.politifact.com/factchecks/2011/feb/11/mitt-romney/mitt-romney-tells-cpac-canada-created-more-jobs-ja/
mostly-true,Mitt Romney,"Says that under President John F. Kennedy, ""government took up"" 27 percent of the economy, and today it ""consumes 37 percent.""",8/11/2011,speech,https://www.politifact.com/factchecks/2011/aug/12/mitt-romney/romney-says-government-has-grown-27-percent-37-per/
false,Mitt Romney,""" Obamacare puts the federal government between you and your doctor.""",6/28/2012,speech,https://www.politifact.com/factchecks/2012/jul/09/mitt-romney/health-law-puts-government-between-patients-and-do/
mostly-true,Mitt Romney,"Massachusetts schools ""are ranked No. 1 of all 50 states.""",10/3/2012,speech,https://www.politifact.com/factchecks/2012/oct/05/mitt-romney/mitt-romney-said-massachusetts-schools-are-ranked-/
mostly-false,Mitt Romney,"President Obama told people ""to skip coming here (Las Vegas) for conventions and meetings.""",2/4/2012,speech,https://www.politifact.com/factchecks/2012/feb/08/mitt-romney/mitt-romney-says-president-told-people-skip-vegas-/
half-true,Mitt Romney,"""Twenty-five or 24 million people"" are ""out of work or stopped looking for work.""",2/8/2012,campaign,https://www.politifact.com/factchecks/2012/feb/10/mitt-romney/romney-revises-claim-about-unemployed/
mostly-true,Nancy Pelosi,"Federal aid for state and local governments through a proposed coronavirus relief bill would amount to ""half of what the Republicans put onto the national debt.""",6/28/2020,news,https://www.politifact.com/factchecks/2020/jul/07/nancy-pelosi/pelosi-compares-cost-state-and-local-aid-coronavir/
mostly-true,Nancy Pelosi,"President Trump ""hasnt built any new (border) wall"" during his time in office.",11/17/2019,news,https://www.politifact.com/factchecks/2019/nov/23/nancy-pelosi/mostly-true-nancy-pelosis-claim-president-trump-ha/
mostly-false,Nathan Deal,"""Since the beginning of the economic downturn in FY 2008, the state workforce has been reduced by 12.4 percent as part of overall cost savings measures to balance the budget to reduce revenues.""",5/7/2012,news,https://www.politifact.com/factchecks/2012/jun/22/nathan-deal/cuts-state-workforce-not-steep-deal-said/
true,Nathan Deal,"""Since I took office, over 319,000 new private sector jobs have been created in Georgia with nearly 93,000 of those coming in the past 12 months.""",1/14/2015,speech,https://www.politifact.com/factchecks/2015/feb/03/nathan-deal/claims-about-job-creation-under-deal-accurate/
false,Nikki Haley,"Says Joe Biden and Kamala Harris ""want massive tax hikes on working families.""",8/24/2020,speech,https://www.politifact.com/factchecks/2020/aug/25/nikki-haley/do-joe-biden-and-kamala-harris-want-massive-tax-hi/
true,Pat Toomey,"""There will be several thousand dollars in payments going to families with six-figure incomes whove had no income interruption whatsoever.""",1/19/2021,testimony,https://www.politifact.com/factchecks/2021/jan/21/pat-toomey/fact-checking-pat-toomeys-claim-families-six-figur/
mostly-true,Patrick Murphy,"""Sen. Rubio has the worst vote attendance record of any Florida senator in nearly 50 years.""",8/31/2016,statement,https://www.politifact.com/factchecks/2016/sep/02/patrick-murphy/patrick-murphy-says-marco-rubio-has-worst-attendan/
half-true,Paul Broun,"""In the last two years, I have supported and proposed $155 billion worth of targeting cuts. Dr. Gingrey has presented zero.""",3/28/2013,meeting,https://www.politifact.com/factchecks/2013/apr/09/paul-broun/broun-takes-rivals-record-proposed-cuts/
mostly-true,Paul Ryan,"""We've got about $3 trillion in trapped cash overseas that basically can't come back in this country because of our tax laws.""",9/1/2017,news,https://www.politifact.com/factchecks/2017/sep/15/paul-ryan/paul-ryan-35-corporate-tax-rate-keeps-3-trillion-t/
true,Paul Ryan,"Says if labor force participation rate were the same as when Barack Obama became president, unemployment would be 11 percent.",6/9/2012,speech,https://www.politifact.com/factchecks/2012/jul/17/paul-ryan/paul-ryan-says-unemployment-would-be-11-percent-sa/
mostly-true,Paul Ryan,"""To this day, (the Cuban government) is a regime that provides safe harbor to terrorists and fugitives.""",3/17/2016,news,https://www.politifact.com/factchecks/2016/mar/24/paul-ryan/paul-ryan-says-cuba-safe-harbor-fugitives-and-terr/
half-true,Paul Ryan,"The Obama administration ""called Bashar Assad a reformer when he was turning his Russian-provided guns on his own people.""",10/11/2012,speech,https://www.politifact.com/factchecks/2012/oct/12/paul-ryan/paul-ryan-says-obama-administration-called-bashar-/
true,Pete Buttigieg,"Americans ""say that what they want is a choice"" to join a single-payer system like Medicare rather than ending private insurance.",10/15/2019,speech,https://www.politifact.com/factchecks/2019/oct/16/pete-buttigieg/refereeing-pete-buttigieg-elizabeth-warren-medicar/
half-true,Phil Gingrey,"""[A]n extra 8 million Americans [are] projected to join state Medicaid programs in the next few years.""",9/15/2011,news,https://www.politifact.com/factchecks/2011/nov/15/phil-gingrey/gingrey-says-8-million-extra-people-join-medicaid/
mostly-false,Rachel Maddow,"""Not even old Gen. Eisenhower  saluted military personnel"" as president.",3/27/2012,other,https://www.politifact.com/factchecks/2014/sep/24/rachel-maddow/rachel-maddow-not-even-old-gen-eisenhower-saluted-/
false,Rahm Emanuel,"""Chicago now has the highest employment in the private sector in the history of the city.""",1/9/2018,radio,https://www.politifact.com/factchecks/2018/jan/22/rahm-emanuel/chicagos-private-sector-employment-really-highest-/
mostly-false,Rand Paul,"Says according to recent polls,no Republican candidate ""is doing better against Hillary Clinton than myself.""",3/24/2015,news,https://www.politifact.com/factchecks/2015/mar/25/rand-paul/rand-paul-says-he-has-best-shot-beating-hillary-cl/
mostly-true,Rand Paul,"""$2.4 million of the NIH dollars was spent on origami condoms.""",10/15/2014,speech,https://www.politifact.com/factchecks/2014/oct/27/rand-paul/rand-paul-says-nih-spent-24-million-origami-condom/
pants-fire,Rand Paul,"""I havent really proposed (phasing out aid to Israel) in the past.""",8/4/2014,news,https://www.politifact.com/factchecks/2014/aug/07/rand-paul/did-rand-paul-propose-cutting-aid-israel/
true,Randy Forbes,"""Did you know that the U.S. is one of the very few nations in the world without an official language?""",3/16/2015,blog,https://www.politifact.com/factchecks/2015/apr/06/randy-forbes/forbes-says-us-among-few-nations-without-offical-l/
mostly-false,Rebecca Kleefisch,"""As your Lieutenant GovernorI cut your taxes.""",3/28/2022,advertisement,https://www.politifact.com/factchecks/2022/apr/13/rebecca-kleefisch/kleefisch-didnt-have-power-cut-taxes-her-own-lieut/
half-true,Reince Priebus,Says Hillary Clintons approval rating went from 70 percent to 52 percent in 18 months.,6/15/2014,news,https://www.politifact.com/factchecks/2014/jun/15/reince-priebus/reince-priebus-says-hillary-clintons-poll-numbers-/
mostly-true,Richard Durbin,"Of Sen. Jeff Sessions, ""you've objected to immigrants volunteering to serve in our armed forces, saying, 'In terms of who's going to be most likely to be a spy, somebody from Cullman, Ala., or somebody from Kenya?'""",1/10/2017,testimony,https://www.politifact.com/factchecks/2017/jan/10/richard-durbin/durbin-says-sessions-objected-immigrants-armed-for/
mostly-true,Rick Perry,"Says that when President Obama visited El Paso, he ""pronounced that the border with Mexico and the United States was safer than it ever was in history.""",8/13/2011,other,https://www.politifact.com/factchecks/2011/sep/02/rick-perry/rick-perry-says-obama-boasted-crimes-border-towns-/
mostly-false,Rick Perry,"Says Washington's reach extends to ""even telling us what kind of light bulb we can use.""",11/2/2010,other,https://www.politifact.com/factchecks/2010/nov/08/rick-perry/rick-perry-says-washingtons-reach-extends-telling-/
mostly-false,Rick Perry,"""Everyone in this country has access to health care.""",4/15/2010,news,https://www.politifact.com/factchecks/2010/apr/27/rick-perry/gov-rick-perry-says-everyone-has-access-health-car/
pants-fire,Rick Perry,"Says he has ""yet to get a response"" from Barack Obama to his August 2010 letter making border security requests.",4/5/2013,news,https://www.politifact.com/factchecks/2013/apr/25/rick-perry/rick-perry-says-he-awaits-answer-barack-obama-augu/
pants-fire,Rick Perry,Says Bill White is refusing to debate.,8/18/2010,news,https://www.politifact.com/factchecks/2010/aug/22/rick-perry/rick-perry-says-bill-white-refuses-debate/
mostly-false,Rick Perry,"Says his hometown of Paint Creek, Texas, ""doesnt even have a ZIP code.""",8/14/2011,other,https://www.politifact.com/factchecks/2011/aug/27/rick-perry/rick-perry-says-paint-creek-texas-doesnt-have-zip-/
true,Rick Perry,"""Texas added more jobs in 2010 than any other state.""",2/8/2011,speech,https://www.politifact.com/factchecks/2011/feb/15/rick-perry/gov-rick-perry-says-texas-added-more-jobs-2010-any/
false,Rick Perry,"Scientists are ""questioning the original idea that man-made global warming is what is causing the climate to change.  (It is) more and more being put into question.""",8/17/2011,campaign,https://www.politifact.com/factchecks/2011/aug/22/rick-perry/rick-perry-says-more-and-more-scientists-are-quest/
false,Rick Santorum,"""[R]emember, the president proposed eliminating charitable deductions for higher-income taxpayers.""",2/19/2012,speech,https://www.politifact.com/factchecks/2012/mar/03/rick-santorum/santorum-attack-obama-mark/
half-true,Rick Santorum,"As a result of welfare reform, ""poverty levels went down to the lowest level ever for ... African-American children.""",1/4/2012,speech,https://www.politifact.com/factchecks/2012/jan/09/rick-santorum/rick-santorum-says-welfare-reform-deserves-credit-/
mostly-false,Rick Santorum,"""In 2006, I went out and authored a letter with 24 other senators asking for major reform of Freddie and Fannie, warning of a meltdown and a bubble in the housing market.""",1/26/2012,speech,https://www.politifact.com/factchecks/2012/jan/27/rick-santorum/sen-rick-santorum-says-he-warned-meltdown-and-bubb/
pants-fire,Rick Scott,"A company with ""20 employees"" could go ""out of business"" because of health care law requirements to buy insurance.",6/29/2012,news,https://www.politifact.com/factchecks/2012/jul/03/rick-scott/rick-scott-small-business-health-care/
mostly-true,Rick Scott,"""Bill McCollum holds the same position on (embryonic stem cell research) as Barack Obama.""",6/8/2010,campaign,https://www.politifact.com/factchecks/2010/jun/11/rick-scott/bill-mccollum-and-barack-obama-stem-cell-research/
mostly-false,Rick Scott,"""Bill McCollum voted for higher taxes and fees 42 times while he was in Congress.""",8/3/2010,advertisement,https://www.politifact.com/factchecks/2010/aug/10/rick-scott/adding-bill-mccollums-42-votes-raise-taxes-and-fee/
mostly-false,Rick Scott,"""We are already almost halfway to our 2010 goal of creating 700,000 new jobs in seven years.""",5/20/2013,other,https://www.politifact.com/factchecks/2013/may/20/rick-scott/gov-rick-scott-sticking-altered-700000-jobs-promis/
pants-fire,Rick Scott,"""Bill McCollum has accepted thousands from lobbyists for Planned Parenthood.""",6/23/2010,campaign,https://www.politifact.com/factchecks/2010/jun/25/rick-scott/bill-mccollum-and-his-supposed-planned-parenthood-/
mostly-false,Rick Scott,"The Paris Climate Agreement is ""bad for America,"" because it ""does nothing to hold real polluters, like Communist China and India, accountable.""",1/20/2021,statement,https://www.politifact.com/factchecks/2021/jan/26/rick-scott/paris-climate-agreement-easier-china-and-india-us/
mostly-false,Rick Scott,"""The families that are covered through the Low Income Pool is a different group of individuals than are covered by Obamacare.""",5/6/2015,news,https://www.politifact.com/factchecks/2015/may/11/rick-scott/patients-who-use-lip-are-different-medicaid-expans/
half-true,Rick Scott,"""For the first time ever, we completely funded the critical needs waiting list so persons with unique abilities can get the help they need.""",1/12/2016,speech,https://www.politifact.com/factchecks/2016/jan/13/rick-scott/rick-scott-florida-completely-funded-critical-need/
mostly-true,Rob Portman,"On Lee Fishers watch, ""almost nine out of 10"" jobs that Ohio lost were lost to other states, ""not to other countries.""",9/14/2010,other,https://www.politifact.com/factchecks/2010/sep/27/rob-portman/portman-raps-lee-fisher-and-administration-saying-/
half-true,Rob Portman,"""In the month of July alone, EU exports to South Korea increased by over 36 percent. A lot of that is our market share. Those are our farmers and our service providers who are suffering.""",9/7/2011,news,https://www.politifact.com/factchecks/2011/sep/21/rob-portman/sen-rob-portman-says-trade-agreement-korea-helped-/
mostly-false,Robin Vos,"On red-flag laws says, ""What (Democrats) wanted to do was say, I think you might do something, so Im going to take away your gun and make you prove you wouldnt do it.""",11/10/2019,news,https://www.politifact.com/factchecks/2019/dec/06/robin-vos/wisconsin-assembly-speakers-new-take-red-flag-gun-/
half-true,Ron Johnson,"Says Barack Obama's administration has admitted that money from its Iran nuclear deal ""would go directly to terrorism.""",1/22/2016,campaign,https://www.politifact.com/factchecks/2016/jan/29/ron-johnson/obama-administration-admits-cash-iran-deal-will-go/
half-true,Ron Johnson,"Even though Chicago has ""the most stringent gun laws on the books,"" it still ""has the highest murder rate"" in the country.",2/18/2014,meeting,https://www.politifact.com/factchecks/2014/mar/02/ron-johnson/us-sen-ron-johnson-links-strict-gun-control-laws-h/
pants-fire,Ron Johnson,"""The average rate of fraud"" in the Earned Income Tax Credit, Medicare, Medicaid and food stamps programs ""is 20 to 25 percent.""",1/10/2014,speech,https://www.politifact.com/factchecks/2014/jan/20/ron-johnson/fraud-claims-20-25-cents-every-1-spent-four-govern/
half-true,Rudy Giuliani,"""Bill Clinton cut the military drastically.""",1/5/2008,speech,https://www.politifact.com/factchecks/2008/jan/05/rudy-giuliani/he-ignores-bipartisan-support-for-defense-cuts/
mostly-false,Rudy Giuliani,"""Iranian mullahs took American hostages and they held the American hostages for 444 days. ...The one hour in which they released them was the one hour in which Ronald Reagan was taking the Oath of Office """,12/5/2007,advertisement,https://www.politifact.com/factchecks/2007/dec/18/rudy-giuliani/ad-misleading-about-iran-hostage-crisis/
pants-fire,Rush Limbaugh,"People ""can't go fishing anymore because of Obama.""",3/9/2010,other,https://www.politifact.com/factchecks/2010/mar/17/rush-limbaugh/rush-limbaugh-says-because-obama-people-cant-go-fi/
pants-fire,Rush Limbaugh,"There are ""high administrative costs"" when you donate to Haiti relief through the White House Web site.",1/18/2010,radio,https://www.politifact.com/factchecks/2010/jan/20/rush-limbaugh/limbaugh-claims-white-house-benefits-haiti-donatio/
false,Sam Adams,"Says, ""In the last four years weve cut $36 million in ongoing revenue.""",11/13/2012,meeting,https://www.politifact.com/factchecks/2012/dec/15/sam-adams/did-sam-adams-cut-36-million-budget/
mostly-true,Saxby Chambliss,"The U.S. Department of Defense spends $80 million a year on prostate cancer research, $25 million a year on ovarian cancer research and $150 million a year on breast cancer research.",11/7/2013,testimony,https://www.politifact.com/factchecks/2013/nov/19/saxby-chambliss/senator-questions-some-areas-defense-budget/
mostly-true,Scott Walker,"""Thanks to our reforms, the average family will have an extra $322 to spend.""",9/18/2014,campaign,https://www.politifact.com/factchecks/2014/sep/26/scott-walker/scott-walker-says-tax-cuts-amount-322-average-fami/
false,Scott Walker,"Says new figures he released showing Wisconsin job gains for 2011 are ""the final job numbers.""",5/16/2012,advertisement,https://www.politifact.com/factchecks/2012/may/24/scott-walker/recall-battle-wisconsin-gov-scott-says-new-figures/
mostly-true,Scott Walker,"""More than 70,000"" job openings are listed on a state jobs website.",9/20/2014,campaign,https://www.politifact.com/factchecks/2014/oct/17/scott-walker/plenty-jobs-people-wisconsin-who-want-work-scott-w/
mostly-true,Scott Walker,"Says Mary Burkes Madison school district ""will be the only school district left in the state"" to ""ignore the (Act 10) law"" in the 2015-16 school year.",9/3/2014,news,https://www.politifact.com/factchecks/2014/sep/10/scott-walker/scott-walker-says-madison-school-district-only-one/
true,Scott Walker,"""My property taxes went down largely because my technical college portion went down 35.5% because of the money we put in at state.""",12/12/2014,social_media,https://www.politifact.com/factchecks/2014/dec/18/scott-walker/scott-walker-says-hes-got-himself-thank-his-tax-bi/
mostly-false,Scott Walker,"""We are investing more money into education than ever before in the history of Wisconsin.""",2/8/2017,speech,https://www.politifact.com/factchecks/2017/may/17/scott-walker/testing-scott-walker-claim-record-education-findin/
half-true,Scott Walker,"There are state workers who are ""idle"" at home during the coronavirus pandemic.",6/5/2020,social_media,https://www.politifact.com/factchecks/2020/jun/17/scott-walker/claim-state-workers-are-being-paid-sit-idle-home-l/
true,Scott Walker,"Wisconsins ""rainy day fund"" is ""165 times bigger than when we first took office.""",8/3/2015,meeting,https://www.politifact.com/factchecks/2015/aug/07/scott-walker/scott-walker-says-wisconsin-reserve-fund-165-times/
false,Scott Walker,"""The largest category of people coming into the technical schools in Wisconsin are people with four-year degrees.""",10/16/2011,news,https://www.politifact.com/factchecks/2011/oct/26/scott-walker/gop-gov-scott-walker-says-largest-category-technic/
true,Sean Hannity,"Under President Barack Obamas jobs bill, ""you can sue if you are unemployed and don't get the job and think you weren't hired because you are unemployed.""",9/13/2011,news,https://www.politifact.com/factchecks/2011/sep/15/sean-hannity/sean-hannity-says-barack-obamas-jobs-bill-creates-/
true,Sheldon Whitehouse,"""There are already more American jobs in the solar industry than in coal mining.""",5/27/2014,news,https://www.politifact.com/factchecks/2014/jul/06/sheldon-whitehouse/there-are-already-more-american-jobs-solar-industr/
false,Tammy Baldwin,"""Our Supreme Court has never taken away a constitutional right.""",5/4/2022,news,https://www.politifact.com/factchecks/2022/jun/03/tammy-baldwin/baldwin-wrong-supreme-court-has-never-taken-away-c/
false,Tammy Baldwin,"Says the Trump administration ""has banned the CDC even using the word transgender. """,6/26/2018,meeting,https://www.politifact.com/factchecks/2018/aug/17/tammy-baldwin/sen-tammy-baldwins-claim-about-trump-administratio/
mostly-true,Tammy Baldwin,"Says that except for Donald Trump, ""every other major party nominee"" for the past 40 years has released their tax returns.",9/19/2016,statement,https://www.politifact.com/factchecks/2016/sep/28/tammy-baldwin/donald-trump-only-major-party-nominee-40-years-not/
