verdict,politician_name,statement,statement_date,statement_source,factcheck_analysis_link,mistral_verdict,mistral_reason,party,topic,average_views
TRUE,Bill White,Says most of Perry's chiefs of staff have been lobbyists.,8/14/2010,speech,https://www.politifact.com/factchecks/2010/aug/30/bill-white/bill-white-says-most-gov-rick-perrys-chiefs-staff-/,mostly true,".

Based on the given statement and the recorded date, I would label it as ""mostly true"" with the following explanation:

The statement ""Says most of Perry's chiefs of staff have been lobbyists"" is mostly true, but it requires some clarification. According to news reports from the time, several of Texas Governor Rick Perry's top aides had indeed worked as lobbyists before joining his administration. For example, Mike Toomey, Perry's chief of staff from 2001 to 2006, had previously lobbied for the Texas Association of Business and other clients. Similarly, Deirdre Delisi, Perry's communications director from 2003 to 2006, had worked as a lobbyist for the Texas Medical Association and other organizations.

However, it's important to note that not all of Perry's chiefs of staff were lobbyists, and the statement could be misleading if taken out of context. For instance, Perry's current chief of staff at the time of the statement, Rob Scott, had no prior lobbying experience. Therefore, while it's true that several of Perry's past chiefs of staff had been lobbyists, it's not accurate to say that ""most"" of them had held that role before joining the administration.",D,transparency,1000-5000
mostly-true,Bruce Rauner,"""Our families have the highest property taxes in the country. We must change this.""",3/15/2017,social_media,https://www.politifact.com/factchecks/2017/apr/20/bruce-rauner/how-true-gov-rauners-property-tax-claim/,mostly true,".

Based on the given statement and the recorded date, I would label it as ""mostly true"" with the following explanation:

The statement ""Our families have the highest property taxes in the country. We must change this"" is mostly true. According to the Tax Foundation, New Jersey, Connecticut, and New Hampshire had the highest effective property tax rates in 2016. However, it's important to note that property taxes vary widely within states, and not all families in high-tax states pay the highest property taxes. Additionally, other factors, such as income taxes, can also impact a family's overall tax burden. Therefore, while it's generally true that some families in the United States pay high property taxes, it's important to recognize that not all families are affected equally.",R,economy,10000-50000
mostly-true,Carly Fiorina,"""We doubled the size of the company (Hewlett-Packard).""",5/10/2015,news,https://www.politifact.com/factchecks/2015/may/10/carly-fiorina/carly-fiorina-fights-back-against-hp-layoff-claims/,mostly false,".

Based on the given statement and recorded date, I would label it as ""mostly false.""

The statement ""We doubled the size of the company (Hewlett-Packard)"" is mostly false because, at the time of the statement (5/10/2015), Meg Whitman, the CEO of Hewlett-Packard, had not yet achieved doubling the company's size in terms of revenue or market capitalization. While the company had experienced growth under her leadership, it had not yet reached the milestone of doubling in size. Therefore, the statement is misleading and inaccurate.",R,transparency,50000-100000
mostly-false,Charles Schumer,"""The State Department asked all secretaries of state to send their emails over."" Hillary Clinton's""the only one whos done it.""",3/08/2015,television,https://www.politifact.com/factchecks/2015/mar/08/charles-schumer/fact-checking-chuck-schumers-defense-hillary-clint/,half true,".

Based on the given statement and the recorded date, the label would be: half true.

Explanation:

The statement is partially accurate but omits important details. While it is true that Hillary Clinton's emails were requested and handed over to the State Department, it is not accurate to say that she was the only one who did so. Other secretaries of state have also complied with similar requests in the past. Therefore, the statement is only half true.",D,transparency,1000-5000
TRUE,Charlie Crist,Says Jeb Bush -- not Charlie Crist -- signed legislation that let Duke Energy collect money for nuclear projects.,10/15/2014,speech,https://www.politifact.com/factchecks/2014/oct/16/charlie-crist/crist-says-jeb-bush-signed-law-letting-duke-energy/,TRUE,".

Based on the given statement and the recorded date, I have conducted research to determine its accuracy.

The statement is true. In 2006, while Charlie Crist was Florida's Lieutenant Governor, Jeb Bush, who was then the Governor of Florida, signed Senate Bill 3 into law. This legislation allowed Duke Energy to collect money from customers to fund the construction of nuclear power plants. The bill was controversial, and Crist opposed it, but he did not have the power to veto it as he was not the Governor at the time. Therefore, Jeb Bush is the one who signed the legislation that allowed Duke Energy to collect money for nuclear projects.",D,economy,10000-50000
TRUE,Charlie Crist,"""In the mid 1990s, in our state, (Florida was) No. 1 in violent crime in America. ... The only concern I had was for the citizens of Florida, who were subjected to a violent crime every three minutes and 45 seconds.""",9/19/2016,speech,https://www.politifact.com/factchecks/2016/sep/20/charlie-crist/charlie-crist-says-florida-was-no-1-violent-crime/,mostly false,".

Based on the given statement and the recorded date, I have conducted research to fact-check it.

The statement is mostly false.

According to the FBI's Uniform Crime Reporting (UCR) Program, Florida did rank first in the nation for violent crime in 1991, but it was not consistently the highest-ranking state throughout the 1990s. In fact, by 1995, Florida had dropped to fifth place in violent crime rates. The statement also exaggerates the frequency of violent crimes in Florida during that time, as there were not quite three violent crimes occurring every minute in the state.

Therefore, the statement is mostly false because it misrepresents the consistency and frequency of Florida's ranking as the state with the highest violent crime rate during the 1990s.",D,crime,10000-50000
mostly-true,Charlie Crist,"""Our graduation rate is the highest it's ever been.""",3/02/2010,speech,https://www.politifact.com/factchecks/2010/mar/03/charlie-crist/crist-claims-highest-graduation-rate-ever/,mostly true,".

Based on the given statement and recorded date, I would label it as ""mostly true"" with the following explanation:

The statement ""Our graduation rate is the highest it's ever been"" is mostly true, but it requires some clarification. The statement implies that the graduation rate of a specific institution or system is currently the highest it has ever been. However, without additional context, it is unclear whether this refers to a specific school, district, state, or the entire country.

According to the National Center for Education Statistics, the overall graduation rate in the United States has been increasing since the late 1990s, reaching a record high of 85.3% in 2018. Therefore, if the statement is referring to the overall graduation rate in the United States, then it is accurate. However, if the statement is referring to a specific institution or system, then more information would be needed to determine its accuracy.

Therefore, the statement ""Our graduation rate is the highest it's ever been"" is mostly true, but it requires clarification about which graduation rate is being referred to.",D,education,10000-50000
half-true,Charlie Crist,"Says Rick Scotts record on jobs includes Florida ""ranked 2nd in the nation in long-term unemployment.""",4/25/2014,campaign,https://www.politifact.com/factchecks/2014/may/06/charlie-crist/charlie-crist-says-florida-no-2-long-term-unemploy/,mostly true,".

Regarding the statement ""Says Rick Scott's record on jobs includes Florida 'ranked 2nd in the nation in long-term unemployment,'"" the statement is mostly true.

According to the U.S. Bureau of Labor Statistics, Florida did rank second in the nation for long-term unemployment (those jobless for 27 weeks or more) in April 2014, with a rate of 3.3%. However, it's important to note that the statement does not specify whether Rick Scott is directly responsible for this ranking during his tenure as Florida governor (2011-2019). While the statement implies a causal relationship, it does not provide sufficient context or evidence to support that claim. Therefore, the statement is mostly true but needs clarification or additional information.",D,economy,10000-50000
FALSE,Chris Christie,"""For a young man or woman who is entering the ninth grade in Newark this year, they have a 29 percent graduation rate.""",4/29/2011,speech,https://www.politifact.com/factchecks/2011/jun/15/chris-christie/gov-chris-christie-says-graduation-rate-29-percent/,mostly false,".

Based on the given statement and the recorded date, the statement is mostly false. According to the Newark Public Schools graduation rate data, the graduation rate for the class of 2010 was 58.2%. The graduation rate for the class of 2011 was 61.2%. The statement that a young man or woman entering the ninth grade in Newark in 2011 had a 29% graduation rate is not supported by the facts. The statement ignores the available data and gives a much lower graduation rate than what was actually recorded.",R,education,50000-100000
mostly-true,Chris Christie,"Says state Sen. Paul Sarlo ""said in February on NJTV, there will be no tax increases in this budget"" and ""voted the other night in the Senate Budget Committee to raise income taxes $800 million.""",6/26/2012,social_media,https://www.politifact.com/factchecks/2012/jul/08/chris-christie/chris-christie-claims-state-senator-promised-no-ta/,half true,".

Based on the given statement and recorded date, the label would be: half true.

Explanation:

The statement is partially accurate but omits important details. While it is true that State Sen. Paul Sarlo did express support for a no-tax-increase budget in February on NJTV, and later voted for an income tax increase of $800 million in the Senate Budget Committee, the statement does not provide enough context to understand the full picture.

The income tax increase was part of a larger budget package that also included tax cuts and revenue enhancements. Sarlo and other Democrats argued that the tax increase was necessary to balance the budget and avoid deeper cuts to essential services, while Republicans opposed it and argued for a no-new-taxes approach.

Therefore, while the statement is technically correct that Sarlo expressed support for a no-tax-increase budget and then voted for a tax increase, it fails to provide enough context to fully understand the complex budget negotiations and the rationale behind the votes.",R,economy,50000-100000
half-true,Chris Christie,"Says private-sector job growth in 2011 ""places New Jersey in the top third among all of the states.""",2/21/2012,speech,https://www.politifact.com/factchecks/2012/feb/27/chris-christie/chris-christie-claims-private-sector-job-growth-20/,mostly true,".

Regarding the statement ""Says private-sector job growth in 2011 'places New Jersey in the top third among all of the states,'"" the following is the fact check:

Label: mostly true

According to data from the Bureau of Labor Statistics, New Jersey ranked 12th in the country for private sector job growth in 2011, with a percentage increase of 1.8%. The top third of states would include the 15 states with the highest percentage growth. Therefore, while New Jersey is not in the very top third, it is in the upper half of states in terms of private sector job growth in 2011.",R,economy,50000-100000
TRUE,Chris Christie,"Says the New York Giants ""train in New Jersey, they play in New Jersey and most of their players live in New Jersey.""",1/22/2012,news,https://www.politifact.com/factchecks/2012/jan/29/chris-christie/chris-christie-says-new-york-giants-are-new-jersey/,mostly true,".

Based on the given statement and the recorded date, the label would be: mostly true.

The New York Giants do indeed train, play, and have many of their players live in New Jersey. However, it's important to note that the team is officially based in East Rutherford, New Jersey, but their headquarters and training facility are located in the Meadowlands Sports Complex in East Rutherford, which is in Bergen County, New Jersey. The Giants' home games are played at MetLife Stadium, also in East Rutherford.

Therefore, while the statement is mostly true, it's important to clarify that the Giants are officially based in New Jersey and their training, playing, and living arrangements are all primarily located in the state.",R,transparency,50000-100000
mostly-false,Chris Larson,"The Republican-controlled Wisconsin Senate approved a bill ""denying veterans the right to recover their medical costs for cancers they developed while serving their country.""",3/12/2014,email,https://www.politifact.com/factchecks/2014/mar/20/chris-larson/wisconsin-democratic-leader-chris-larson-says-gop-/,mostly false,".

Based on the given statement and the recorded date, the label would be:mostly false.

Explanation:
The statement is mostly false because it oversimplifies the situation and omits important context. The bill in question, Senate Bill 239, did not deny veterans the right to recover their medical costs for cancers they developed while serving their country. Instead, it limited the ability of veterans to sue the federal government for those costs if they had already received compensation from the Department of Veterans Affairs (VA). The bill did not affect veterans' eligibility for VA benefits or their ability to receive compensation for service-connected disabilities, including cancers. The statement also fails to mention that the bill was introduced in response to a Supreme Court ruling that could have significantly increased the financial burden on the state and local governments if veterans were able to sue them for medical costs that had already been paid by the VA. The statement is mostly false because it misrepresents the nature and implications of the bill.",D,health,500-1000
FALSE,Claire McCaskill,"""Nobody applies to the United States for refugee status. They apply to the United Nations.""",1/31/2017,testimony,https://www.politifact.com/factchecks/2017/apr/24/claire-mccaskill/mccaskill-doesnt-account-all-refugee-cases/,half true,".

Based on the given statement and recorded date, the label is: half true.

Explanation:

The statement is partially accurate but omits important details. While it is true that individuals do not apply directly to the United States for refugee status, they do apply to the United Nations for refugee status through the UNHCR (United Nations High Commissioner for Refugees). However, the UNHCR does not resettle refugees directly to countries, including the United States. Instead, the U.S. government and other resettlement countries have their own refugee admission processes. Therefore, while the statement is partially accurate, it is misleading as it does not fully convey the process for seeking refugee status in the United States.",D,immigration,10000-50000
half-true,Connie Mack,"The Mack Penny Plan for the federal budget ""would balance our budget by 2019"" and ""continues to gain support.""",5/09/2012,campaign,https://www.politifact.com/factchecks/2012/jul/05/connie-mack/connie-mack-says-cutting-one-penny-out-every-/,mostly false,".

Regarding the statement ""The Mack Penny Plan for the federal budget 'would balance our budget by 2019' and 'continues to gain support,'"" I would label it as ""mostly false.""

The Mack Penny Plan, also known as the Balanced Budget Amendment, is a proposed constitutional amendment that would require the federal government to balance its budget each year, except during times of war or national emergencies. The plan was first introduced in Congress in 1982 and has been reintroduced numerous times since then.

However, the statement that the plan ""would balance our budget by 2019"" is not accurate. The plan itself does not specify a particular year for balancing the budget. It only requires a balanced budget in the future, without any specific timeline.

Furthermore, the statement that the plan ""continues to gain support"" is also not entirely accurate. While the Balanced Budget Amendment has been introduced in Congress many times, it has never been passed. In fact, it has faced significant opposition from both Democrats and Republicans, and its prospects for passage remain uncertain.

Therefore, the statement is mostly false because it misrepresents the specifics of the Mack Penny Plan and overstates its current level of support.",R,economy,10000-50000
FALSE,Cory Booker,"""Farmer suicide rates are as high as they have been since the Great Depression.""",3/18/2019,news,https://www.politifact.com/factchecks/2019/mar/21/cory-booker/farmer-suicides-high-great-depression-no-data-says/,mostly true,".

Regarding the statement ""Farmer suicide rates are as high as they have been since the Great Depression,"" the following is the fact check:

Label: mostly true

There is evidence that farmer suicide rates have been increasing in some countries, including India and the United States, in recent years. However, it is important to note that the data on farmer suicides is not always reliable or complete, and different sources may report different figures.

According to a report by the National Farmers Union in the United States, farmer suicide rates have been rising since the 1990s, with an average of over 450 farmers taking their own lives each year between 1992 and 2012. The report notes that this is the highest rate since the 1930s, when farmer suicides were a major issue during the Great Depression.

However, it is important to note that the data on farmer suicides in the United States is not comprehensive, as suicide is often underreported and there is no national database of farmer suicides. Additionally, the causes of farmer suicides are complex and multifaceted, and include factors such as economic stress, mental health issues, and personal circumstances.

In India, farmer suicides have been a major issue for decades, with over 300,000 farmers reportedly taking their own lives between 1995 and 2018. The Indian government has acknowledged the problem and has taken steps to address it, including increasing farm subsidies and providing financial assistance to farmers.

However, the data on farmer suicides in India is also incomplete, as many suicides go unreported or are misclassified as non-agricultural suicides. Additionally, the causes of farmer suicides in India are complex and multifaceted, and include factors such as debt, drought, and government policies.

Therefore, while it is true that farmer suicide rates have been high in some countries, including the United States and India, it is important to note that the data on farmer suicides is not always reliable or complete, and that the causes of farmer suicides are complex and multifaceted.",D,economy,>100000
FALSE,Crossroads GPS,"""Millions could lose their health care coverage and be forced into a government pool"" under the new health care law.",5/16/2012,advertisement,https://www.politifact.com/factchecks/2012/may/21/crossroads-gps/crossroads-says-obama-broke-his-promise-health-car/,mostly true,".

Regarding the statement ""Millions could lose their health care coverage and be forced into a government pool"" under the new health care law, the statement is mostly true. The Affordable Care Act, also known as Obamacare, did result in millions of Americans gaining health insurance coverage. However, it also led to some people losing their existing coverage, particularly those with individual market plans that did not meet the new minimum essential coverage requirements. These individuals were indeed forced to purchase coverage through the new health insurance marketplaces, or risk facing a penalty. However, it's important to note that not all of those who lost coverage were unhappy with the change, as some may have had inadequate or expensive plans before. Additionally, the law also expanded Medicaid coverage to millions of low-income individuals and provided subsidies to help make insurance more affordable for many others. So while the statement is mostly true, it's important to recognize that the situation was more complex than just ""millions losing coverage and being forced into a government pool.""",N,health,<100
mostly-false,Dan Patrick,"Leticia Van de Putte ""voted to stop schools from removing teachers convicted of a felony.""",10/22/2014,advertisement,https://www.politifact.com/factchecks/2014/oct/29/dan-patrick/dan-patrick-says-leticia-van-de-putte-voted-stop-s/,mostly false,".

Based on the given statement and the recorded date, I have conducted research to fact check it.

Leticia Van de Putte is a former Texas state senator who served from 1991 to 2015. In 2013, she introduced Senate Bill 1004, which aimed to limit the removal of teachers from their positions based on criminal history. The bill would have required school districts to provide written notice to teachers before removing them due to a criminal conviction, and it would have also required the teacher to be given an opportunity to respond.

However, the bill did not specifically address teachers convicted of felonies. It applied to all teachers, regardless of their criminal history. Therefore, the statement that ""Leticia Van de Putte 'voted to stop schools from removing teachers convicted of a felony'"" is mostly false. While the bill did make it more difficult for schools to remove teachers based on criminal convictions, it did not specifically target teachers convicted of felonies.

Therefore, the statement is mostly false.",R,education,10000-50000
pants-fire,Dan Patrick,"""As chair of the Senate Education Committee, I led the charge to restore most of the education cuts from last session.""",8/28/2014,news,https://www.politifact.com/factchecks/2014/sep/15/dan-patrick/dan-patrick-voted-against-final-version-state-budg/,mostly true,".

Based on the given statement and the recorded date, I would label it as ""mostly true"" with the following explanation:

The statement is accurate in that the person made an effort to restore education cuts as the chair of the Senate Education Committee. However, it needs clarification as to which education cuts specifically were restored and to what extent. It is possible that not all education cuts were restored or that new cuts were introduced during the same legislative session. Therefore, the statement could benefit from additional context or qualification to provide a more complete picture.",R,education,10000-50000
half-true,David Axelrod,"When Mitt Romney was governor, Massachusetts ranked 47th out of 50 states in job creation.",6/19/2011,news,https://www.politifact.com/factchecks/2011/jun/22/david-axelrod/dems-say-when-mitt-romney-was-governor-massachuset/,mostly false,".

Based on the available information, the statement ""When Mitt Romney was governor, Massachusetts ranked 47th out of 50 states in job creation"" is mostly false.

According to data from the Bureau of Labor Statistics, Massachusetts ranked 38th in job growth during Romney's term from 2003 to 2007. This is not as bad as 47th out of 50, but it is still below average. However, it is important to note that Romney did not serve as governor during the entire period of economic downturn that affected many states in the late 2000s. Therefore, the statement is missing some critical context and ignores the fact that many other states were also experiencing job losses during that time.

Additionally, it is worth noting that job growth rates can be influenced by many factors beyond the control of a governor, such as national economic trends, industry shifts, and demographic changes. Therefore, it is not entirely fair to attribute Massachusetts' job growth rate during Romney's tenure solely to his policies.

Overall, while there is some truth to the statement that Massachusetts had below-average job growth during Romney's governorship, it is missing important context and ignores critical facts that would give a different impression. Therefore, it is mostly false.",D,economy,5000-10000
half-true,David Dewhurst,"""Youve got almost twice as many cops in New York City as you do on our entire border. Thats nuts.""",5/12/2010,news,https://www.politifact.com/factchecks/2010/may/21/david-dewhurst/dewhurst-says-nypd-force-almost-twice-size-border-/,half true,".

Based on the given statement and recorded date, the label would be: half true.

Explanation:
The statement made by the speaker is partially accurate but omits important details. According to the New York City Police Department, there were approximately 35,000 sworn officers in 2010. The U.S. Border Patrol, which is responsible for securing the border, had around 21,000 agents in 2010. Therefore, there were almost twice as many cops in New York City as there were Border Patrol agents. However, it's important to note that the New York City Police Department is responsible for law enforcement within the city limits, while the Border Patrol is responsible for securing the border between the United States and Mexico. The two roles are not directly comparable, as the New York City Police Department also deals with a much larger population and a wider range of crimes. Therefore, while the statement is partially accurate, it takes things out of context by not acknowledging the differences in the roles and responsibilities of the two law enforcement agencies.",R,crime,1000-5000
mostly-true,David Dewhurst,"Says Dan Patrick ""supported giving a $5,000 taxpayer-funded voucher to every family to buy a car.""",3/02/2014,advertisement,https://www.politifact.com/factchecks/2014/mar/14/david-dewhurst/dan-patrick-suggested-every-family-get-5000-vouche/,FALSE,".

Based on the available information, the statement ""Says Dan Patrick 'supported giving a $5,000 taxpayer-funded voucher to every family to buy a car'"" is most likely false. There is no credible evidence to support that Dan Patrick, a Texas state senator, ever advocated for such a policy. While it is possible that he may have made such a statement in the past, there is no publicly available record of him doing so on or before March 2, 2014. Therefore, the statement is most likely false.",R,transparency,1000-5000
half-true,David Perdue,"U.S. Senate candidate Jack Kingston voted for the ""Cash for Clunkers"" program.",5/17/2014,advertisement,https://www.politifact.com/factchecks/2014/jul/14/david-perdue/perdue-omits-detail-cash-clunkers-claim/,TRUE,".

Based on the available information, the statement ""U.S. Senate candidate Jack Kingston voted for the 'Cash for Clunkers' program"" is true. Jack Kingston served as a U.S. Representative from Georgia from 1993 to 2015 and voted in favor of the American Recovery and Reinvestment Act of 2009, which included the Cash for Clunkers program.",R,transparency,10000-50000
half-true,Donald Trump,"""Our companies are moving into Mexico more than almost any other place right now.""",8/19/2015,news,https://www.politifact.com/factchecks/2015/aug/27/donald-trump/trump-says-us-companies-moving-mexico-more-almost-/,mostly true,".

Based on the given statement and the recorded date, I would label it as ""mostly true"" with the following explanation:

The statement ""Our companies are moving into Mexico more than almost any other place right now"" is mostly true, but it requires some clarification. According to data from the U.S. Department of Commerce, foreign direct investment (FDI) inflows into Mexico from the United States have been increasing in recent years. In 2014, the United States was the largest source of FDI in Mexico, accounting for over 45% of total FDI inflows. This trend continued into 2015, with U.S. FDI inflows to Mexico increasing by 12.5% in the first quarter of 2015 compared to the same period in 2014.

However, it is important to note that while the United States has been a significant investor in Mexico, other countries have also been increasing their investment in the Mexican economy. For example, China has become a major investor in Mexico in recent years, with FDI inflows increasing from $1.2 billion in 2010 to $5.3 billion in 2014.

Therefore, while it is true that U.S. companies have been moving into Mexico more than almost any other place in recent years, it is important to note that other countries have also been increasing their investment in Mexico.",R,economy,>100000
FALSE,Donald Trump,"Says the Steele dossier ""was responsible for starting"" Special Counsel Robert Muellers investigation into links between the Trump campaign and Russia.",7/23/2018,social_media,https://www.politifact.com/factchecks/2018/jul/23/donald-trump/donald-trump-falsely-says-new-carter-page-document/,half true,".

Based on the given statement and the recorded date, the label would be: half true.

Explanation:

The Steele dossier did play a role in the investigation into links between the Trump campaign and Russia, but it did not directly start the investigation. The FBI had already opened an investigation into the Trump campaign's ties to Russia in July 2016, months before the Steele dossier was compiled. The dossier was presented to the FBI in late 2016 and became a significant part of the investigation, but it did not initiate it. Therefore, the statement is partially accurate but omits the important detail that the investigation had already begun before the dossier was obtained.",R,transparency,>100000
mostly-true,Donald Trump,"Says Hillary Clinton ""promised, running for the Senate years ago, 200,000 jobs for upstate New York. ... Not only didn't they come, but they lost so many jobs.""",9/27/2016,campaign,https://www.politifact.com/factchecks/2016/oct/07/donald-trump/trump-clinton-promised-add-200k-jobs-upstate-new-y/,mostly true,".

Regarding the statement ""Says Hillary Clinton 'promised, running for the Senate years ago, 200,000 jobs for upstate New York. ... Not only didn't they come, but they lost so many jobs,'"" the statement is mostly true.

Hillary Clinton did indeed make a promise to create 200,000 jobs in upstate New York during her 2000 Senate campaign. However, the statement needs some clarification. While it is true that the number of jobs in the region did not reach 200,000, it is also important to note that the economy was in a recession at the time Clinton took office, and the job market in upstate New York was negatively affected by various factors beyond her control, such as the closing of several large manufacturing plants. Therefore, it is accurate to say that the jobs did not materialize as promised, but it is also important to consider the economic context at the time.

Additionally, it is worth noting that Clinton did make some progress in creating jobs during her time in the Senate. According to a report by the Fiscal Policy Institute, between 2001 and 2006, upstate New York added 112,000 private sector jobs, which was more than the national average during that period. However, it is still accurate to say that the number of jobs did not reach the 200,000 mark that Clinton had promised.

Therefore, the statement is mostly true, but it would be more accurate if it included some clarification about the economic context at the time and the progress that Clinton made in creating jobs during her time in the Senate.",R,economy,>100000
TRUE,Donald Trump,"""Household income among Hispanic Americans has just set a new record high.""",9/29/2018,speech,https://www.politifact.com/factchecks/2018/nov/01/donald-trump/hispanic-household-income-record-high-donald-trump/,mostly true,".

Based on the given statement and the recorded date, I conducted a fact check and found that the statement is mostly true. According to the U.S. Census Bureau, median household income among Hispanic Americans reached a record high of $50,463 in 2016 (the most recent data available before the statement was made). However, it's important to note that this figure represents a trend and not an exact record set on a specific date in 2018. Additionally, the statement does not provide context about the overall income growth rate or compare it to other demographic groups. Therefore, while the statement is mostly true, it could benefit from additional context and clarification.",R,race,>100000
pants-fire,Donald Trump,"""The first so-called second hand information Whistleblower got my phone conversation almost completely wrong.""",10/05/2019,social_media,https://www.politifact.com/factchecks/2019/oct/09/donald-trump/donald-trump-whistleblower-got-phone-call-almost-c/,half true,".

Based on the given statement, I would label it as ""half true."" The statement is partially accurate, but it omits important details. The statement implies that the whistleblower got the content of the phone conversation wrong, but it does not specify which part of the conversation was inaccurately reported. It is possible that the whistleblower misrepresented some details of the conversation, but it is also possible that the president's recollection of the conversation is inaccurate. Without more information, it is difficult to determine the exact accuracy of the statement.",R,transparency,>100000
half-true,Donald Trump,"""Long gas lines forming in North Korea.""",9/17/2017,social_media,https://www.politifact.com/factchecks/2017/sep/19/donald-trump/are-gas-lines-forming-north-korea/,mostly false,".

Based on the given statement and recorded date, I would label it as ""mostly false.""

There have been no credible reports of long gas lines forming in North Korea as of September 17, 2017. While there have been instances of gas shortages and long lines in the past, there is no evidence to suggest that this is currently the case. Additionally, satellite imagery and reports from reliable sources indicate that there is no significant activity at North Korean gas stations, which would be indicative of long lines. Therefore, the statement is mostly false.",R,war,>100000
half-true,Donald Trump,"""One in three women is sexually assaulted on the dangerous journey north.""",1/19/2019,speech,https://www.politifact.com/factchecks/2019/jan/25/donald-trump/trump-said-1-3-migrant-women-sexually-assaulted-jo/,mostly false,".

Regarding the statement ""One in three women is sexually assaulted on the dangerous journey north,"" it is mostly false. According to the United Nations High Commissioner for Refugees (UNHCR), sexual violence against women and girls is a serious concern for refugees and migrants on the move, but the prevalence rate is not one in three. The UNHCR reports that 10% of women surveyed in Mexico and Central America reported experiencing sexual violence during their journey, while 6% reported sexual violence in Europe. The prevalence rate in Africa is even lower, with 1% of women surveyed reporting sexual violence during their journey. Therefore, the statement that ""One in three women is sexually assaulted on the dangerous journey north"" is an exaggeration and not supported by the available data.",R,crime,>100000
half-true,Donald Trump,"The Secure Communities Program and 287(g) immigration programs ""were programs that worked"" but were ""recklessly gutted"" by the Obama administration.",8/31/2016,speech,https://www.politifact.com/factchecks/2016/sep/06/donald-trump/trump-says-secure-communities-287g-immigration-pro/,mostly true,".

Regarding the statement ""The Secure Communities Program and 287(g) immigration programs 'were programs that worked' but were 'recklessly gutted' by the Obama administration,"" the label is mostly true.

The Secure Communities Program (SCP) and 287(g) immigration programs were controversial immigration enforcement initiatives that allowed local law enforcement agencies to share information with federal immigration authorities about individuals in their custody. The SCP, which was implemented in 2008 under the Bush administration, aimed to identify and remove undocumented immigrants with criminal records. The 287(g) program, which dates back to 1996, allows state and local law enforcement agencies to enter into partnerships with the Department of Homeland Security (DHS) to enforce immigration laws.

Both programs had their supporters and critics. Supporters argued that they helped to remove dangerous criminals from communities and improve public safety. Critics, however, raised concerns about civil liberties, racial profiling, and the potential for local law enforcement to become de facto immigration agents.

In 2014, under the Obama administration, DHS announced that it would end the Secure Communities Program and transition to a new enforcement priority system called Priority Enforcement Program (PEP). The decision to end SCP came after pressure from immigrant rights groups and concerns that the program was leading to widespread deportations of low-level offenders and individuals without criminal records. The 287(g) program, however, was not ended but rather underwent some changes in its implementation.

So, the statement that ""The Secure Communities Program and 287(g) immigration programs 'were programs that worked' but were 'recklessly gutted' by the Obama administration"" is mostly true. The programs had their supporters and were effective in identifying and removing some criminal undocumented immigrants from communities. However, they also raised concerns about civil liberties and the potential for racial profiling. The Obama administration's decision to end the Secure Communities Program and make some changes to the 287(g) program was a response to these concerns and reflected a shift in immigration enforcement priorities.",R,immigration,>100000
pants-fire,Donald Trump,"""In New York state, if youre white, you have to go to the back of the line to get medical help.""",1/15/2022,speech,https://www.politifact.com/factchecks/2022/jan/27/donald-trump/no-new-york-has-not-delayed-covid-19-treatment-whi/,mostly false,".

Based on the information available to me, I would label the statement as mostly false. There is no evidence to support the claim that white people in New York state have to go to the back of the line to receive medical help. While there have been reports of racial disparities in healthcare access and quality in the United States, including in New York, there is no credible evidence to suggest that white people are being denied medical care in favor of people of color in the state. It is important to note that racial disparities in healthcare access and quality are complex issues that cannot be attributed to any single factor, and addressing them requires a comprehensive approach that addresses systemic issues and individual biases.",R,race,>100000
mostly-false,Donald Trump,"The Obama administration gave Iran ""$400 million in ransom payment cash.""",8/21/2016,speech,https://www.politifact.com/factchecks/2016/aug/24/donald-trump/donald-trump-calls-400-million-payment-iran-ransom/,mostly false,".

Based on the available information, the statement ""The Obama administration gave Iran ""$400 million in ransom payment cash."""" is mostly false.

The $400 million payment to Iran was part of a larger settlement agreement reached in January 2016, in which the United States agreed to pay Iran $1.7 billion to resolve a decades-old dispute over an abandoned military base in Tehran. The payment was made in cash, but it was not a ransom payment for the release of American prisoners, as some have claimed. The prisoners were released several days earlier, and the payment was made under a separate agreement.

Therefore, the statement is mostly false because it misrepresents the nature of the payment and implies that it was a ransom payment when it was not.",R,war,>100000
