verdict,politician_name,statement,statement_date,statement_source,factcheck_analysis_link
mostly-true,David Axelrod,"""8.5 million Americans have gotten rebate checks because their insurance companies were spending too much money on executive bonuses and administrative costs and not enough on health care.""",11/21/2013,news,https://www.politifact.com/factchecks/2013/nov/21/david-axelrod/david-axelrod-says-85-million-americans-received-r/
true,Barbara Buono,Says spending in the fiscal 2009 budget was lower than spending in the fiscal 2014 budget,6/26/2013,testimony,https://www.politifact.com/factchecks/2013/jul/07/barbara-buono/barbara-buono-claims-state-spending-was-lower-fy20/
false,Claire McCaskill,"""I’ve been on the Armed Services (Committee) for 10 years. No call or meeting w/ Russian ambassador. Ever.""",3/2/2017,social_media,https://www.politifact.com/factchecks/2017/mar/02/claire-mccaskill/claire-mccaskill-says-she-never-met-russian-ambass/
half-true,Cindy Axne,"""We’re not even remotely close to a point to say that we’re at rising inflation.""",6/10/2021,news,https://www.politifact.com/factchecks/2021/jul/01/cindy-axne/rising-inflation-fears-are-real-complex/
false,Reince Priebus,"""There's been no conclusive or specific report to say"" Russia was trying to muddy the election.",12/11/2016,news,https://www.politifact.com/factchecks/2016/dec/11/reince-priebus/priebus-falsely-claims-no-conclusive-report-whethe/
false,Hillary Clinton,"""You are three times more likely to be able to get a mortgage if you're a white applicant than if you're black or Hispanic, even if you have the same credentials.""",2/18/2016,television,https://www.politifact.com/factchecks/2016/feb/26/hillary-clinton/hillary-clinton-base-comparison-mortgage-rejection/
pants-fire,Donald Trump,"Sen. Kamala Harris is ""supporting the animals of MS-13.""",7/2/2018,social_media,https://www.politifact.com/factchecks/2018/jul/03/donald-trump/pants-fire-white-house-claim-sen-harris-supporting/
false,Ron Johnson,"""We do not have an approved (COVID) vaccine in America … the Pfizer vaccine available in the U.S. is not FDA approved.""",10/4/2021,news,https://www.politifact.com/factchecks/2021/oct/05/ron-johnson/johnson-incorrectly-claims-there-are-no-approved-c/
true,Hillary Clinton,"Says Donald Trump’s proposed tax treatment of hedge fund managers ""makes the current loophole even worse.""",6/21/2016,speech,https://www.politifact.com/factchecks/2016/jul/01/hillary-clinton/clinton-right-say-trumps-plan-good-hedge-funders/
true,Barack Obama,"""Refugees are subject to more rigorous screening than the average tourist in the U.S.""",9/20/2016,speech,https://www.politifact.com/factchecks/2016/oct/13/barack-obama/refugee-summit-obama-claims-refugees-us-are-screen/
mostly-false,Donald Trump,"""You know what (Saddam Hussein) did well? He killed terrorists.""",7/5/2016,speech,https://www.politifact.com/factchecks/2016/jul/07/donald-trump/was-saddam-hussein-good-killing-terrorists-donald-/
half-true,Scott Walker,"Wisconsin requires, ""by law, a photo ID to vote.""",1/24/2015,speech,https://www.politifact.com/factchecks/2015/jan/30/scott-walker/does-wisconsin-which-used-photo-id-once-require-it/
mostly-false,Jeb Bush,"""In Houston, Texas, today, there are no homeless veterans.""",12/28/2015,campaign,https://www.politifact.com/factchecks/2016/jan/15/jeb-bush/jeb-bush-says-there-are-no-homeless-veterans-houst/
false,Jim Patterson,"California will have the ""highest gas tax in the nation"" once its 12 cent gas tax hike goes into effect.",4/10/2017,news,https://www.politifact.com/factchecks/2017/apr/11/jim-patterson/will-california-soon-have-highest-gas-tax-nation/
half-true,Bernie Sanders,"""We spend about 75 percent of the entire cost of the military aspect of NATO.""",4/14/2016,speech,https://www.politifact.com/factchecks/2016/apr/19/bernie-sanders/sanders-oversimplifies-us-share-NATO/
half-true,Bernie Sanders,"""Puerto Rico’s $70 billion debt is unsustainable and it is unpayable. And the reason why it is unsustainable has everything to do with the greed of Wall Street vulture funds.""",5/16/2016,speech,https://www.politifact.com/factchecks/2016/may/19/bernie-sanders/bernie-sanders-links-puerto-ricos-debt-crisis-wall/
half-true,Nathan Deal,"""Over the last 10 years, Georgia's public health has declined.""",4/13/2011,speech,https://www.politifact.com/factchecks/2011/apr/25/nathan-deal/governer-says-georgia-health-declining/
false,JB Pritzker,"""You can't actually use ARPA (American Rescue Plan Act) funds"" to pay down state unemployment insurance fund deficits.",7/21/2021,news,https://www.politifact.com/factchecks/2021/jul/30/jb-pritzker/states-can-use-arpa-money-replenish-unemployment-f/
true,Joe Manchin,"""Black lung cases are at a 25-year high.""",8/23/2018,news,https://www.politifact.com/factchecks/2018/oct/23/joe-manchin/are-black-lung-cases-25-year-high/
pants-fire,Donald Trump,"During protests outside the White House, Mayor Muriel Bowser ""wouldn't let the D.C. Police get involved.""",5/30/2020,social_media,https://www.politifact.com/factchecks/2020/jun/01/donald-trump/trump-falsely-claims-dc-mayor-kept-police-white-ho/
half-true,Mike Huckabee,"""You've got more people wanting to go moose hunting in New Hampshire than want Obamacare.""",11/18/2013,speech,https://www.politifact.com/factchecks/2013/nov/22/mike-huckabee/mike-huckabee-says-more-people-want-hunt-moose-new/
half-true,Barack Obama,"""(After the auto bailout) General Motors is back on top as the world’s No. 1 automaker.""",1/24/2012,speech,https://www.politifact.com/factchecks/2012/jan/25/barack-obama/Barack-Obama-bailout-GM-number-one/
mostly-true,Chris Christie,"Says New Jersey is ""50th in return of our federal tax dollars.""",10/30/2012,news,https://www.politifact.com/factchecks/2012/nov/18/chris-christie/chris-christie-says-new-jersey-receives-smallest-r/
mostly-true,Rick Kriseman,"There were 2,761 auto thefts in 2006 under Rick Baker and 1,095 auto thefts in 2016.",7/23/2017,social_media,https://www.politifact.com/factchecks/2017/jul/27/rick-kriseman/taking-closer-look-auto-theft-problem-st-petersbur/
false,Donald Trump,"""Today I opened a major Apple Manufacturing plant in Texas that will bring high paying jobs back to America.""",11/20/2019,social_media,https://www.politifact.com/factchecks/2019/nov/21/donald-trump/did-trump-open-apple-plant-austin-no/
mostly-false,Donald Trump,"Says ""Stacey Abrams wants to give illegal aliens the right to vote.""",11/1/2019,speech,https://www.politifact.com/factchecks/2019/nov/06/donald-trump/donald-trump-distorts-stacey-abrams-comments-ab/
mostly-false,Donald Trump,"Says Russian President Vladimir Putin ""calls me brilliant.""",9/7/2016,meeting,https://www.politifact.com/factchecks/2016/sep/08/donald-trump/did-vladimir-putin-call-trump-brilliant/
half-true,Jon Huntsman,"Utah was ""the No. 1 job creator in this country during my years of service"" as governor, with a 5.9 percent increase in jobs.",9/7/2011,speech,https://www.politifact.com/factchecks/2011/sep/08/jon-huntsman/jon-huntsman-says-utah-was-no-1-job-creation-when-/
pants-fire,Mitt Romney,"President Obama ""went around the world and apologized for America.""",9/22/2011,speech,https://www.politifact.com/factchecks/2011/sep/23/mitt-romney/mitt-romney-repeats-claim-obama-went-around-world-/
mostly-true,Rick Scott,Says the Panhandle has had its highest-ever bed tax collections in 2011.,9/14/2011,news,https://www.politifact.com/factchecks/2011/sep/23/rick-scott/gov-scott-says-panhandle-set-bed-tax-record/
mostly-false,Vicky Hartzler,"""Right now, China controls 80% of all ingredients and raw materials going into our generic prescription drugs.""",5/7/2020,statement,https://www.politifact.com/factchecks/2020/may/28/vicky-hartzler/its-unclear-how-many-ingredients-raw-materials-are/
mostly-true,Barack Obama,"""The race will tighten, just because that's what happens at the end of campaigns. They always have.""",10/19/2008,news,https://www.politifact.com/factchecks/2008/dec/01/barack-obama/elections-tighten-almost-every-time/
true,Rob Portman,"Says out-of-state abortion clinics ""have marketed their services to minors"" in states with parental consent laws.",1/24/2013,news,https://www.politifact.com/factchecks/2013/feb/06/rob-portman/sen-rob-portman-says-abortion-clinics-market-their/
false,Barack Obama,"""We’ve got close to 7 million Americans who have access to health care for the first time because of Medicaid expansion.""",2/20/2014,speech,https://www.politifact.com/factchecks/2014/feb/25/barack-obama/barack-obama-says-medicaid-expansion-has-brought-h/
false,Donald Trump,"Says CNN’s Chris Cuomo ""never asked"" Sen. Richard Blumenthal about Blumenthal's misstatements on his own service in Vietnam.",2/9/2017,social_media,https://www.politifact.com/factchecks/2017/feb/09/donald-trump/trump-wrong-sen-blumenthals-cnn-interview-and-viet/
true,Scott Walker,"Wisconsin is called the Badger State because ""our ancestors came here with the hopes of living the American dream by mining.""",2/23/2012,radio,https://www.politifact.com/factchecks/2012/mar/05/scott-walker/wisconsin-badger-state-because-early-miners-gov-sc/
true,Rick Perry,"""Romneycare was model for Obamacare.""",10/11/2011,social_media,https://www.politifact.com/factchecks/2011/oct/21/rick-perry/rick-perry-says-romneycare-was-model-obamacare/
mostly-true,Jim Justice,"""This is the largest cumulative surplus for the first six months of any fiscal year in state history.""",1/8/2019,social_media,https://www.politifact.com/factchecks/2019/mar/06/jim-justice/jim-justice-right-about-record-surplus-2019/
mostly-false,Chris Larson,"The Republican-controlled Wisconsin Senate approved a bill ""denying veterans the right to recover their medical costs for cancers they developed while serving their country.""",3/12/2014,email,https://www.politifact.com/factchecks/2014/mar/20/chris-larson/wisconsin-democratic-leader-chris-larson-says-gop-/
mostly-false,Rush Limbaugh,"""What Trump is alleged to have done is actually no different than what Barack Obama did in April last year when he made it known that he didn’t want Hillary prosecuted.""",5/17/2017,television,https://www.politifact.com/factchecks/2017/may/18/rush-limbaugh/rush-limbaugh-says-donald-trump-barack-obama-also-/
half-true,Barack Obama,"""Unemployment insurance kept more than 620,000 children out of poverty in 2012.""",1/7/2014,social_media,https://www.politifact.com/factchecks/2014/jan/13/barack-obama/barack-obama-facebook-post-says-unemployment-benef/
half-true,Randy Forbes,"Says Virginia Republican ""Scott Taylor has been convicted in at least four different courts across the country, at times failing to even appear, and having a warrant issued for his arrest.""",5/13/2016,campaign,https://www.politifact.com/factchecks/2016/may/23/randy-forbes/randy-forbes-tells-half-story-about-scott-taylors-/
half-true,Donald Trump,"""80% of the world’s population lives in countries where religious liberty is in significant danger or even completely outlawed.""",9/24/2019,speech,https://www.politifact.com/factchecks/2019/sep/25/donald-trump/donald-trumps-flawed-stat-threats-religious-freedo/
mostly-false,Ron Johnson,"""There was no violence on the Senate side, in terms of the chamber.""",3/20/2021,speech,https://www.politifact.com/factchecks/2021/mar/23/ron-johnson/johnson-errs-claiming-senate-had-no-violence-jan6/
false,Donald Trump,"We’ve broken ""by millions"" the all-time record for votes in a GOP presidential primary election.",6/1/2016,campaign,https://www.politifact.com/factchecks/2016/jun/02/donald-trump/no-donald-trump-you-havent-broken-voting-record-mi/
pants-fire,David Dewhurst,The White House had a live video feed of the Benghazi attacks as they occurred.,10/14/2013,news,https://www.politifact.com/factchecks/2013/oct/15/david-dewhurst/dewhurst-suggesting-obamas-impeachment-airs-ridicu/
mostly-false,David Axelrod,"Independent groups behind ads attacking Democratic candidates are ""front groups for foreign-controlled companies.""",9/26/2010,television,https://www.politifact.com/factchecks/2010/sep/28/david-axelrod/david-axelrod-independent-groups-behind-ads-attack/
half-true,Scott Walker,"Kohl’s Department Stores in 2012 ""announced the creation of 3,000 new jobs.""",1/15/2013,speech,https://www.politifact.com/factchecks/2013/jan/19/scott-walker/citing-his-accomplishments-gov-scott-walker-says-b/
true,Joe Straus,"""One"" Texas school ""district alone -- Austin ISD -- is expected to lose more than $530 million in local property taxes to Robin Hood this year.""",7/16/2017,email,https://www.politifact.com/factchecks/2017/jul/19/joe-straus/joe-straus-says-austin-school-district-expected-lo/
mostly-false,Hillary Clinton,"""All of the records, as far as I know, about what we did with health care, those are already available.""",10/30/2007,other,https://www.politifact.com/factchecks/2007/nov/10/hillary-clinton/not-all-records-are-available/
false,Charlie Crist,"Says he has ""always"" believed ""in a woman’s right to choose.""",4/12/2022,news,https://www.politifact.com/factchecks/2022/apr/22/charlie-crist/crist-says-he-always-supported-abortion-access-his/
mostly-false,Marco Rubio,"The only budget Ted Cruz ""ever voted for in his time in the Senate is a budget that cut defense spending by more than Barack Obama proposes we cut it.""",12/13/2015,news,https://www.politifact.com/factchecks/2015/dec/22/marco-rubio/marco-rubio-says-ted-cruz-voted-defense-cuts-rand-/
true,Hillary Clinton,"Says Paul Ryan ""is still endorsing Trump.""",10/10/2016,social_media,https://www.politifact.com/factchecks/2016/oct/11/hillary-clinton/after-donald-trumps-campaign-missteps-does-paul-ry/
mostly-true,Hillary Clinton,"Says Jeb Bush ""doesn't believe in a path to citizenship. If he did at one time, he no longer does.""",7/7/2015,news,https://www.politifact.com/factchecks/2015/jul/08/hillary-clinton/hillary-clinton-says-jeb-bush-no-longer-supports-p/
false,Donald Trump,"""An analysis showed that Bernie Sanders would have won the Democratic nomination if it were not for the Super Delegates.""",7/24/2016,social_media,https://www.politifact.com/factchecks/2016/jul/25/donald-trump/no-donald-trump-bernie-sanders-wouldnt-have-won-ev/
mostly-true,Donald Trump,"""Taxpayers are paying a fortune for the use of Air Force One on the campaign trail"" by President Barack Obama and Hillary Clinton.",7/5/2016,social_media,https://www.politifact.com/factchecks/2016/jul/07/donald-trump/donald-trump-isnt-winging-it-complaint-about-air-f/
false,Marco Rubio,"Says his parents ""came to America following Fidel Castro's takeover"" of Cuba.",10/21/2011,blog,https://www.politifact.com/factchecks/2011/oct/21/marco-rubio/sen-marco-rubio-said-his-parents-came-america-foll/
mostly-false,Scott Walker,"""In Congress Tom Barrett voted to allow abortions through the ninth month, just moments before the baby is born.""",10/22/2010,campaign,https://www.politifact.com/factchecks/2010/oct/26/scott-walker/scott-walker-says-tom-barrett-voted-allow-abortion/
true,Glenn Beck,"""The federal government is now on track"" for the second-largest budget deficit ""in 65 years.""",8/25/2010,television,https://www.politifact.com/factchecks/2010/aug/30/glenn-beck/beck-claims-us-track-second-biggest-deficit-65-yea/
false,Donald Trump,"Says he saw videotape ""of the people taking the money off the plane"" to pay ransom to Iran for hostages.",8/3/2016,speech,https://www.politifact.com/factchecks/2016/aug/05/donald-trump/donald-trump-says-he-didnt-see-video-cash-being-tr/
half-true,Rick Scott,"""Florida high schools are four out of the top 10 in the entire United States.""",3/4/2014,speech,https://www.politifact.com/factchecks/2014/mar/04/rick-scott/four-nations-top-10-high-schools-are-florida-rick-/
mostly-true,Charlie Crist,"""Rick Scott wants to take us back to the days of insurance companies denying coverage for pre-existing conditions.""",3/31/2014,social_media,https://www.politifact.com/factchecks/2014/apr/04/charlie-crist/rick-scott-opposes-health-care-law-so-he-wants-go-/
half-true,Fred Clark,"Says Gov. Scott Walker ""made more than $70 million in cuts to job training programs through (Wisconsin’s) technical colleges.""",2/1/2012,radio,https://www.politifact.com/factchecks/2012/feb/05/fred-clark/democratic-state-rep-fred-clark-says-gov-scott-wal/
false,Leah Vukmir,"""I have always been there with"" Donald Trump.",7/31/2018,news,https://www.politifact.com/factchecks/2018/aug/08/leah-vukmir/leah-vukmir-supported-donald-trump-after-he-won-pr/
mostly-true,Barack Obama,"""The Washington Times ... pointed out that we had succeeded where previous administrations had failed"" on spending cuts.",1/14/2010,speech,https://www.politifact.com/factchecks/2010/jan/20/barack-obama/Obama-Washington-Times-budget-cutting/
false,Rebecca Kleefisch,"""The Wisconsin Legislature raised taxes more than $5 billion in 2009.""",9/27/2010,campaign,https://www.politifact.com/factchecks/2010/sep/28/rebecca-kleefisch/republican-lieutenant-governor-candidate-rebecca-k/
pants-fire,Donald Trump,"""A day AFTER the election, Biden receives a dump of 143,379 votes at 3:42AM (in Wisconsin), when they learned he was losing badly. This is unbelievable!""",11/18/2020,social_media,https://www.politifact.com/factchecks/2020/nov/20/donald-trump/trump-again-flat-wrong-claims-about-wisconsin-vote/
true,Sean Hannity,"""Barack Obama won't even use the term 'war on terrorism.'""",11/9/2009,news,https://www.politifact.com/factchecks/2009/nov/12/sean-hannity/hannity-says-obama-wont-even-use-term-war-terroris/
false,Scott Walker,"Says Thomas Jefferson said ""that government is best which governs least.""",5/14/2015,social_media,https://www.politifact.com/factchecks/2015/may/19/scott-walker/scott-walker-says-it-was-thomas-jefferson-who-utte/
mostly-false,Chris Christie,"""I was appointed U.S. attorney by President Bush on Sept. 10, 2001.""",8/6/2015,speech,https://www.politifact.com/factchecks/2015/aug/07/chris-christie/christie-says-he-was-appointed-be-us-attorney-day-/
mostly-true,Barack Obama,"""Joe Biden wrote the Violence Against Women Act ... the rate of domestic violence went down dramatically.""",8/23/2008,other,https://www.politifact.com/factchecks/2008/aug/24/barack-obama/cause-and-effect-possible-but-not-clear/
true,Pam Bondi,"""Whether the Amendment passes or not, the medical use of marijuana is a federal criminal offense.""",10/24/2013,other,https://www.politifact.com/factchecks/2013/dec/17/pam-bondi/pam-bondi-says-medical-marijuana-illegal-under-fed/
mostly-false,Rob Portman,"A year since the ""Recovery Summer,"" there has been been ""a fall, winter and spring of no recovery.""",6/16/2011,news,https://www.politifact.com/factchecks/2011/jul/05/rob-portman/sen-rob-portman-says-year-recovery-summer-theres-s/
pants-fire,Rand Paul,"Says Marco Rubio ""is the one for an open border.""",12/15/2015,television,https://www.politifact.com/factchecks/2015/dec/16/rand-paul/rand-paul-said-marco-rubio-open-border/
half-true,Crossroads GPS,"Says oil ""production's down where Obama's in charge.""",4/10/2012,advertisement,https://www.politifact.com/factchecks/2012/apr/13/crossroads-gps/crossroads-gps-ad-oil-production-obama/
half-true,Rick Perry,"""The U.S. now leads the world in producing both oil and natural gas, and at the same time reducing energy-related emissions.""",8/14/2019,speech,https://www.politifact.com/factchecks/2019/aug/27/rick-perry/rick-perrys-claim-about-energy-production-emission/
half-true,Rob Portman,"Says Sen. Rob Portman says Ted Strickland earned $400,000 a year as a lobbyist after leaving Ohio for Washington.",10/17/2016,speech,https://www.politifact.com/factchecks/2016/oct/20/rob-portman/portman-strickland-duel-over-whos-richer/
mostly-false,Charles Bass,"""America used to be the third easiest country to get established in a business. It's now number 17.""",6/11/2012,speech,https://www.politifact.com/factchecks/2012/jul/13/charles-bass/it-getting-more-difficult-start-business-us-and-it/
half-true,Scott Walker,"""Our bold reforms have Wisconsin’s unemployment rate down to an all-time LOW of 2.9 percent, and the number of people working at an all-time HIGH!""",4/4/2018,social_media,https://www.politifact.com/factchecks/2018/apr/18/scott-walker/record-low-unemployment-and-record-high-number-peo/
half-true,Donald Trump,"""ISIS is in 32 countries.""",10/19/2016,speech,https://www.politifact.com/factchecks/2016/oct/24/donald-trump/context-crucial-defining-how-many-countries-now-ha/
false,Donald Trump,"In manufacturing, ""I brought back 700,000 jobs. (Obama and Biden) brought back nothing.""",9/29/2020,speech,https://www.politifact.com/factchecks/2020/sep/30/donald-trump/during-debate-donald-trump-overstates-manufacturin/
mostly-true,Robin Vos,Wisconsin was the last state to start paying COVID-related federal unemployment benefits.,6/9/2020,social_media,https://www.politifact.com/factchecks/2020/jun/30/robin-vos/vos-mostly-right-claim-wisconsin-was-last-state-pa/
mostly-false,Joe Manchin,"The expanded child tax credit in the Build Back Better Act has ""no means testing,"" so people making $200,000 and $400,000 would get ""the same as someone making"" $70,000.",12/20/2021,radio,https://www.politifact.com/factchecks/2021/dec/20/joe-manchin/sen-manchin-wrong-means-testing-child-tax-credit-b/
half-true,Mike Huckabee,"""We've just now given over $100 billion"" to Iran, ""the equivalent in U.S. terms is $5 trillion.""",9/16/2015,television,https://www.politifact.com/factchecks/2015/sep/17/mike-huckabee/huckabee-us-giving-iran-equivalent-5-trillion/
false,Phil Gingrey,"The health care law is ""the largest tax [increase] in the history of our country""",6/28/2012,radio,https://www.politifact.com/factchecks/2012/jul/11/phil-gingrey/gingrey-claim-about-obama-health-care-old-inaccura/
mostly-false,Rick Santorum,"Florida's economy ""became a bad economy ... because of a huge spike in oil prices in the summer of 2008.""",1/23/2012,speech,https://www.politifact.com/factchecks/2012/jan/24/rick-santorum/rick-santorum-says-2008-spike-oil-prices-caused-fl/
mostly-false,Hillary Clinton,"Says Donald Trump supports ""an agenda out there"" to privatize the Veterans Affairs health care system.",9/7/2016,meeting,https://www.politifact.com/factchecks/2016/sep/08/hillary-clinton/hillary-clinton-says-donald-trump-supports-privati/
half-true,Nancy Pelosi,"""More private-sector jobs were created in the first eight months of 2010 than in the eight years of the Bush administration.""",10/21/2010,news,https://www.politifact.com/factchecks/2010/oct/25/nancy-pelosi/nancy-pelosi-says-more-private-sector-jobs-created/
false,Rick Scott,"Says Barack Obama's health care law ""will be the biggest job-killer ever.""",3/26/2012,news,https://www.politifact.com/factchecks/2012/apr/02/rick-scott/rick-scott-calls-health-care-law-job-killer/
false,Rick Perry,"Says Texas gained 21,000 doctors due to tort reform.",8/17/2011,speech,https://www.politifact.com/factchecks/2011/aug/25/rick-perry/rick-perry-says-texas-added-21000-doctors-because-/
half-true,Scott Walker,"""Our ranking in terms of the best and worst states to do business in was 43 four years ago, and we just moved up to 17 two weeks ago.""",6/2/2013,news,https://www.politifact.com/factchecks/2013/jun/09/scott-walker/gov-scott-walker-says-wisconsins-ranking-place-do-/
mostly-true,Lee Fisher,"""If you want to see the jobs that I've saved and created in this storm he helped create, go anywhere in Ohio.""",10/8/2010,speech,https://www.politifact.com/factchecks/2010/oct/16/lee-fisher/fisher-touts-job-development-success-stories-acros/
mostly-false,Bruce Rauner,"Democrats ""are cutting our school funding. Four times in the last 10 years before we came into office.""",8/17/2016,speech,https://www.politifact.com/factchecks/2016/sep/01/bruce-rauner/bruce-rauner-resurrects-school-funding-cut-charge-/
half-true,Sean Hannity,"The Obama administration is ""cutting back on defense""",9/22/2009,news,https://www.politifact.com/factchecks/2009/sep/25/sean-hannity/hannity-says-obama-cutting-back-defense/
true,Kendrick Meek,"Democratic candidate Jeff Greene ""ran for Congress as a California Republican.""",7/26/2010,advertisement,https://www.politifact.com/factchecks/2010/jul/28/kendrick-meek/greene-ran-republican-28-years-ago/
mostly-false,Donald Trump,"""122 vicious prisoners, released by the Obama Administration from Gitmo, have returned to the battlefield.""",3/7/2017,social_media,https://www.politifact.com/factchecks/2017/mar/07/donald-trump/donald-trump-wrongly-blames-barack-obama-former-gu/
mostly-true,Barack Obama,Says he and Mitt Romney agreed on tying minimum wage increases to inflation.,2/12/2013,speech,https://www.politifact.com/factchecks/2013/feb/14/barack-obama/obama-says-he-and-romney-agreed-indexing-minimum-w/
half-true,Hillary Clinton,"Says Scott Walker's defunding of Planned Parenthood ""left women across the state stranded with nowhere else to turn"" for cancer screenings, breast exams and birth control.",8/3/2015,social_media,https://www.politifact.com/factchecks/2015/aug/07/hillary-clinton/scott-walker-left-women-stranded-defunding-planned/
false,Chris Christie,Says Democrats cut $35 million from the state budget for Information Technology improvements.,8/1/2011,news,https://www.politifact.com/factchecks/2011/aug/04/chris-christie/gov-chris-christie-claims-democrats-cut-35-million/
false,Glenn Beck,"Forty-five percent of doctors ""say they'll quit"" if health care reform passes.",10/12/2009,statement,https://www.politifact.com/factchecks/2009/oct/15/glenn-beck/beck-says-45-percent-physicians-would-quit-if-heal/
mostly-true,Hillary Clinton,"Says Donald Trump is ""the first person running for president, Republican or Democrat, who refused to say that he would respect the results of this election.""",10/24/2016,speech,https://www.politifact.com/factchecks/2016/oct/25/hillary-clinton/trump-first-ever-candidate-not-say-hell-accept-ele/
half-true,Tammy Baldwin,"The Orlando shooter used ""a weapon of war.""",6/17/2016,radio,https://www.politifact.com/factchecks/2016/jul/01/tammy-baldwin/was-gun-used-orlando-shooter-weapon-war/
false,Charles Schumer,"""No Bridge to Nowhere could occur.""",3/8/2009,news,https://www.politifact.com/factchecks/2009/mar/12/charles-schumer/bridge-to-nowhere-could-not-happen-again-schumer/
mostly-true,Tommy Thompson,"Says that as Wisconsin governor, ""we ended welfare.""",12/1/2011,campaign,https://www.politifact.com/factchecks/2011/dec/11/tommy-thompson/did-gop-us-senate-candidate-tommy-thompson-end-wel/
mostly-true,Rick Scott,"""My 7-step plan"" creates 700,000 jobs in 7 years.",7/25/2010,campaign,https://www.politifact.com/factchecks/2010/jul/26/rick-scott/rick-scott-touts-7-7-7-plan-create-700000-jobs-sev/
half-true,Donald Trump,"""During the last five years, Iran has perpetrated terror attacks in 25 different countries on five continents.""",3/21/2016,speech,https://www.politifact.com/factchecks/2016/mar/22/donald-trump/donald-trump-says-iran-responsible-terrorist-attac/
half-true,Armond Budish,"""Across the United States, 25 percent of voting age African Americans do not have the photo ID that this bill would require.""",3/22/2011,other,https://www.politifact.com/factchecks/2011/apr/07/armond-budish/state-rep-armond-budish-says-one-quarter-african-a/
true,Paul Ryan,"The U.S. ""tax rate on successful small businesses is 44.6 percent,"" while the business tax rate in Canada is 15 percent.",11/4/2015,news,https://www.politifact.com/factchecks/2015/dec/10/paul-ryan/paul-ryan-says-us-taxes-small-businesses-446-perce/
mostly-false,Nathan Deal,"""Since the beginning of the economic downturn in FY 2008, the state workforce has been reduced by 12.4 percent as part of overall cost savings measures to balance the budget to reduce revenues.""",5/7/2012,news,https://www.politifact.com/factchecks/2012/jun/22/nathan-deal/cuts-state-workforce-not-steep-deal-said/
half-true,Donald Trump,"""One in three women is sexually assaulted on the dangerous journey north.""",1/19/2019,speech,https://www.politifact.com/factchecks/2019/jan/25/donald-trump/trump-said-1-3-migrant-women-sexually-assaulted-jo/
mostly-false,Kamala Harris,"""Only one"" Black-owned restaurant in Michigan received a loan through the Paycheck Protection Program",9/22/2020,news,https://www.politifact.com/factchecks/2020/sep/24/kamala-harris/harris-highlights-racial-disparities-distribution-/
false,Donald Trump,"As governor, Tim Kaine ""oversaw a huge increase in illegal immigration, a tremendous increase.""",8/20/2016,speech,https://www.politifact.com/factchecks/2016/aug/29/donald-trump/donald-trump-wrong-virginia-say-huge-increase-ille/
mostly-true,Dianne Feinstein,"""One out of every five law enforcement officers that's killed is killed with an assault weapon.""",1/27/2013,news,https://www.politifact.com/factchecks/2013/jan/29/dianne-feinstein/dianne-feinstein-says-one-five-law-enforcement-off/
mostly-false,Rick Santorum,"Says Howard Zinn, ""an anti-American Marxist,"" wrote ""the most popular textbook that's taught in our high schools in America.""",4/10/2015,speech,https://www.politifact.com/factchecks/2015/apr/15/rick-santorum/book-howard-zinn-most-popular-high-school-history-/
false,Rand Paul,"""The average federal employee makes $120,000 a year. The average private employee makes $60,000 a year.""",11/7/2010,news,https://www.politifact.com/factchecks/2010/nov/11/rand-paul/rand-paul-says-federal-workers-paid-120000-private/
mostly-true,Barack Obama,"""Today, we have more boots on the ground near the Southwest border than at any time in our history.""",7/1/2010,speech,https://www.politifact.com/factchecks/2010/jul/02/barack-obama/us-has-more-border-patrol-agents-border-mexico-eve/
mostly-true,Brian Robinson,Half the lottery directors across the country had not run a lottery before they were hired.,10/11/2012,news,https://www.politifact.com/factchecks/2012/nov/13/brian-robinson/its-good-bet-your-lottery-director-doesnt-have-lot/
mostly-true,Doug Whitsett,"Says if Oregon had limited its budget growth to the rate of population growth plus the rate of inflation, the state’s all-funds budget would be about $27 billion today, not $60 billion.",2/18/2013,news,https://www.politifact.com/factchecks/2013/mar/06/doug-whitsett/would-oregons-budget-be-dramatically-smaller-if-pe/
pants-fire,Donald Trump,"""We’ve tested more than every country combined.""",4/27/2020,speech,https://www.politifact.com/factchecks/2020/apr/30/donald-trump/trumps-boasts-testing-spring-cherry-picking-data/
half-true,John Kitzhaber,"""Since the governor took office, Oregon’s unemployment rate has dropped to its lowest point in three years.""",5/15/2014,statement,https://www.politifact.com/factchecks/2014/jul/02/john-kitzhaber/under-gov-kitzhaber-has-oregons-unemployment-rate-/
half-true,Ben Carson,"Says ""56 percent of (the U.S.-Mexico) border is not under our control.""",8/23/2015,news,https://www.politifact.com/factchecks/2015/aug/23/ben-carson/ben-carson-most-border-not-under-our-control/
true,Gwen Moore,"""More than half of death row prisoners are people of color.""",7/26/2019,social_media,https://www.politifact.com/factchecks/2019/oct/01/gwen-moore/state-lawmaker-hits-target-claim-racial-background/
mostly-false,Donald Trump,"""I have been much tougher on Russia than Obama, just look at the facts. Total Fake News!""",2/20/2018,social_media,https://www.politifact.com/factchecks/2018/feb/20/donald-trump/has-donald-trump-been-much-tougher-russia-barack-o/
mostly-false,Marco Rubio,"""Even the employees’ union for the IRS -- the very people in charge of enforcing this law -- are begging to be let out from under this law.""",7/31/2013,news,https://www.politifact.com/factchecks/2013/aug/01/marco-rubio/marco-rubio-says-union-irs-workers-begging-be-let-/
