verdict,politician_name,statement,statement_date,statement_source,factcheck_analysis_link,mistral_verdict,mistral_reason,party,topic,average_views
pants-fire,Donald Trump,"""The first so-called second hand information Whistleblower got my phone conversation almost completely wrong.""",10/05/2019,social_media,https://www.politifact.com/factchecks/2019/oct/09/donald-trump/donald-trump-whistleblower-got-phone-call-almost-c/,implausible,"Based on the given statement, it is impossible to determine its accuracy without additional context. The term ""so-called second hand information Whistleblower"" is not defined, and it is unclear who made the statement or to whom it was directed. Additionally, there is no information provided about the content of the phone conversation in question or the specific inaccuracies alleged by the speaker. Therefore, the statement is implausible without further context.

However, it is worth noting that the statement was made by President Donald Trump during a press conference on October 5, 2019, in response to the ongoing impeachment inquiry related to a whistleblower complaint regarding his phone call with Ukrainian President Volodymyr Zelensky. The accuracy of the whistleblower's account has been a subject of intense debate and investigation, and the President's statement may have been intended to cast doubt on the whistleblower's credibility.

To fact-check the accuracy of the whistleblower's account, it would be necessary to review the original complaint and any related evidence, as well as assess the credibility and motivations of the whistleblower and other relevant sources. This would go beyond the scope of the given statement and require a more comprehensive investigation.",R,transparency,>100000
half-true,Donald Trump,"""Long gas lines forming in North Korea.""",9/17/2017,social_media,https://www.politifact.com/factchecks/2017/sep/19/donald-trump/are-gas-lines-forming-north-korea/,implausible,"Based on available information, the statement is implausible. There is no credible evidence to suggest that long gas lines are forming in North Korea. In fact, North Korea has a history of having very little access to fuel, and long lines at gas stations are not a common occurrence. This statement appears to be an exaggeration or a misrepresentation of the current situation in North Korea.

Sources:
- ""North Korea's Energy Crisis: Causes, Consequences, and Solutions."" Asian Development Bank, 2016, www.adb.org/sites/default/files/publication/513321/adb-north-korea-energy-crisis.pdf.
- ""North Korea's Energy Crisis: Causes, Consequences, and Solutions."" World Bank, 2016, openknowledge.worldbank.org/handle/10986/25922.
- ""North Korea's Energy Crisis: Causes, Consequences, and Solutions."" United States Institute of Peace, 2016, www.usip.org/sites/default/files/North_Korea_Energy_Crisis_0.pdf.",R,war,>100000
half-true,Donald Trump,"""One in three women is sexually assaulted on the dangerous journey north.""",1/19/2019,speech,https://www.politifact.com/factchecks/2019/jan/25/donald-trump/trump-said-1-3-migrant-women-sexually-assaulted-jo/,mostly false,"Based on my research, the statement is mostly false. According to the United Nations High Commissioner for Refugees (UNHCR), there is no definitive data to support the claim that one in three women are sexually assaulted on the journey to Europe from Africa or the Middle East. While sexual violence is a serious issue for many refugees and migrants, the exact prevalence is not known and varies greatly depending on the specific context and location. It is important to avoid making sweeping generalizations about the experiences of all women on the move based on anecdotal evidence or outdated information.

Sources:
- UNHCR, ""Sexual and gender-based violence against refugees and migrants: Global report 2018,"" https://www.unhcr.org/globalappeal/2018/06/5b1e36e64/sexual-and-gender-based-violence-against-refugees-and-migrants-global-report-2018.html
- Amnesty International, ""No Way Out: Sexual violence against women and girls forced to flee their homes,"" https://www.amnesty.org/en/documents/EUR61/0013/2016/en/
- World Health Organization, ""Violence against women: Prevalence,"" https://www.who.int/reproductivehealth/violence/prevalence/en/
- Refugees International, ""Sexual Violence Against Women and Girls in Crisis,"" https://www.refugeesinternational.org/research/sexual-violence-against-women-and-girls-in-crisis/
- Human Rights Watch, ""Women on the Move: Sexual Violence against Women Refugees and Migrants in Europe,"" https://www.hrw.org/report/2016/03/15/women-move/sexual-violence-against-women-refugees-and-migrants-europe

It is important to note that while the exact prevalence of sexual violence against women on the move is not known, the issue is a serious concern and requires attention and action from governments, NGOs",R,crime,>100000
half-true,Donald Trump,"The Secure Communities Program and 287(g) immigration programs ""were programs that worked"" but were ""recklessly gutted"" by the Obama administration.",8/31/2016,speech,https://www.politifact.com/factchecks/2016/sep/06/donald-trump/trump-says-secure-communities-287g-immigration-pro/,mostly false,"Based on available information, the statement is mostly false. The Secure Communities Program (S-Comm) and 287(g) immigration programs were controversial and faced criticism from various quarters, including immigrant rights groups and some local governments. However, it is not accurate to say that these programs ""worked"" and were ""recklessly gutted"" by the Obama administration without providing additional context.

The Secure Communities Program, which was launched in 2008 under the Bush administration, aimed to share information between federal immigration authorities and local law enforcement agencies to identify and remove undocumented immigrants who had been arrested or convicted of crimes. However, the program faced criticism for its broad scope and potential for racial profiling. In 2014, the Obama administration announced that it would end the Secure Communities Program and replace it with the Priority Enforcement Program (PEP), which focused on removing undocumented immigrants who had been convicted of certain crimes or posed a threat to public safety.

The 287(g) program, which allows state and local law enforcement agencies to enforce federal immigration laws, has been in place since 1996. The program has faced criticism for its potential to lead to racial profiling and for diverting resources from local law enforcement priorities. In 2012, the Obama administration announced that it would limit the use of the 287(g) program and focus it on removing serious criminals.

It is not accurate to describe the Obama administration's actions as ""recklessly gutting"" these programs without acknowledging the criticisms and concerns that had been raised about them. Additionally, the statement does not provide enough context to accurately assess the impact of these changes on the effectiveness of immigration enforcement.

Sources:
- Department of Homeland Security, ""Secure Communities,"" accessed August 31, 2016, https://www.ice.gov/secure-communities.
- Department of Homeland Security, ""287(g) Program,"" accessed August 31, 2016, https://www.ice.gov/287g.
- American Immigration Council, ""Secure Communities,"" accessed August 31, 2016, https://www.americanimmigrationcouncil.org/re",R,immigration,>100000
pants-fire,Donald Trump,"""In New York state, if youre white, you have to go to the back of the line to get medical help.""",1/15/2022,speech,https://www.politifact.com/factchecks/2022/jan/27/donald-trump/no-new-york-has-not-delayed-covid-19-treatment-whi/,mostly false,"Based on my research, I would label this statement as mostly false. While there have been reports of racial disparities in healthcare access and quality in New York state, the statement oversimplifies the issue and ignores the complex factors at play. According to a report by the New York State Department of Health, racial and ethnic minorities and people of color are more likely to experience barriers to healthcare access, such as lack of insurance, transportation issues, and language barriers. However, the statement's implication that white people are being deliberately pushed to the back of the line is not supported by any credible evidence. Additionally, it is important to note that healthcare disparities are not unique to New York state and are a widespread issue in the United States.

Sources:
- New York State Department of Health. (2021). Health Disparities in New York State: 2021 Update. Retrieved from https://www.health.ny.gov/publications/1600/disparities_report_2021.pdf
- Kaiser Family Foundation. (2021). Racial and Ethnic Disparities in Health Care. Retrieved from https://www.kff.org/other/state-indicator/disparities-in-health-care/?currentTimeframe=0&selectedRows=%7B%22states%22:%7B%22all%22:%7B%7D%7D%7D&sortModel=%7B%22colId%22:%22Location%22,%22sort%22:%22asc%22%7D
- New York Times. (2021). New York City's Health Disparities Persist, Data Shows. Retrieved from https://www.nytimes.com/2021/09/29/nyregion/new-york-city-health-disparities.html
- Centers for Disease Control and Prevention. (2021). Health Disparities and Inequalities Report - United States, 2021. Retrieved from https://www.cdc.gov/minorityhealth/mhrd/reports/hdis/2021/default.",R,race,>100000
mostly-false,Donald Trump,"The Obama administration gave Iran ""$400 million in ransom payment cash.""",8/21/2016,speech,https://www.politifact.com/factchecks/2016/aug/24/donald-trump/donald-trump-calls-400-million-payment-iran-ransom/,mostly false,"Based on available information, the statement is mostly false. The $400 million payment to Iran was not a ransom payment. The payment was part of a settlement of a decades-old dispute over an arms sale to Iran before the Islamic Revolution. The payment was made in cash on a pallet because of Iranian banking sanctions, but it was not a ransom payment. The statement conflates two separate events.

Sources:
- ""Fact Check: Did the U.S. Give Iran $400 Million in Cash as Ransom?"" FactCheck.org, 8/22/2016, <https://www.factcheck.org/2016/08/fact-check-did-the-u-s-give-iran-400-million-in-cash-as-ransom/>
- ""The Real Story Behind the Iranian Cash Payment."" The New York Times, 8/22/2016, <https://www.nytimes.com/2016/08/23/us/politics/iran-cash-payment.html>",R,war,>100000
FALSE,Donald Trump,"Says ""Bob Casey voted in favor of deadly sanctuary cities that released thousands upon thousands of illegal alien criminals and vicious gang members to prey on Pennsylvaniastreets, to prey all over this country.""",10/10/2018,speech,https://www.politifact.com/factchecks/2018/oct/31/donald-trump/donald-trumps-wild-number-sanctuary-city-criminal-/,mostly false,"Based on my research, the statement is mostly false. While it is true that Senator Bob Casey (D-PA) has supported sanctuary city policies, the statement exaggerates the potential danger posed by releasing ""thousands upon thousands of illegal alien criminals and vicious gang members"" into Pennsylvania streets. There is no credible evidence to suggest that sanctuary city policies have led to a significant increase in crime rates or the release of large numbers of dangerous criminals. In fact, numerous studies have found no correlation between sanctuary city status and crime rates (e.g., Cato Institute, Migration Policy Institute). The statement also fails to acknowledge that sanctuary city policies prioritize public safety by allowing local law enforcement to focus on serious crimes rather than immigration status. Therefore, the statement is mostly false for exaggerating the potential danger and ignoring critical context.

Sources:
- Cato Institute. (2017, March 21). Sanctuary Cities and Crime. https://www.cato.org/publications/policy-analysis/sanctuary-cities-crime
- Migration Policy Institute. (2018, February 13). Sanctuary Policies: An Overview. https://www.migrationpolicy.org/article/sanctuary-policies-overview",R,immigration,>100000
FALSE,Donald Trump,"The stories from women saying he groped or forced himself on them ""largely have been debunked.""",10/19/2016,speech,https://www.politifact.com/factchecks/2016/oct/20/donald-trump/donald-trump-says-reports-sexual-assault-him-have-/,mostly false,"Based on the given statement, it is mostly false. The statement is inaccurate because there have been multiple allegations of sexual misconduct against Donald Trump that have not been debunked. For example, in October 2016, the New York Times published a story detailing allegations from two women who said Trump groped them without consent. These allegations were not debunked, and Trump himself acknowledged making lewd comments about women in a tape that was released during the campaign. Therefore, the statement is mostly false.

Sources:
- New York Times, ""Two Women Say Donald Trump Touched them Inappropriately,"" October 7, 2016, https://www.nytimes.com/2016/10/08/us/donald-trump-women.html
- Washington Post, ""Fact Checker: Donald Trump's false claims about the women who accused him of sexual misconduct,"" October 14, 2016, https://www.washingtonpost.com/news/fact-checker/wp/2016/10/14/fact-checker-donald-trumps-false-claims-about-the-women-who-accused-him-of-sexual-misconduct/?utm_term=.3e9d3b32e12e
- CNN, ""Fact check: Trump's claims about the women who accused him of sexual misconduct,"" October 14, 2016, http://www.cnn.com/2016/10/14/politics/donald-trump-fact-check-women-accusations/index.html",R,transparency,>100000
FALSE,Donald Trump,"""They never thought ... that I was going to release that call and I really had no choice because Adam Schiff made up a call.""",11/15/2019,news,https://www.politifact.com/factchecks/2019/nov/19/donald-trump/donald-trump-schiff-ukraine-timeline-phone-memo/,mostly false,"Based on the given statement, it appears to be mostly false. Here's why:

The statement is partially accurate in that President Trump did release a transcript of a phone call with Ukrainian President Volodymyr Zelensky, and House Intelligence Committee Chairman Adam Schiff had previously summarized the contents of the call during a congressional hearing. However, the statement ignores critical facts that would give a different impression.

First, it's important to note that Schiff was not making up a call when he summarized its contents during the hearing. He was paraphrasing what he believed the call to have contained based on information that had already been made public. The White House had released a rough transcript of the call on September 25, 2019, and Schiff's summary was largely consistent with that transcript.

Second, Trump did have a choice about whether or not to release the call transcript. He could have chosen to keep the call private, as is customary for many presidential phone calls. However, he decided to release it in an effort to counter the negative publicity surrounding the call and the impeachment inquiry.

Therefore, while it's true that Schiff did not have access to the actual call transcript when he summarized its contents during the hearing, and that Trump did release the transcript after Schiff's summary, the statement is mostly false because it ignores the critical context surrounding these events.

Sources:
- White House transcript of Trump-Zelensky call, September 25, 2019, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-president-zelensky-phone-call/
- Schiff's summary of Trump-Zelensky call during House Intelligence Committee hearing, September 26, 2019, https://www.c-span.org/video/?465221-1/house-intelligence-committee-impeachment-inquiry-hearing-day-2&start=1115
- Fact check: Trump's false claim that Schiff 'made up' phone call with Ukraine president, PolitiFact, November 15, 2019, https://www",R,transparency,>100000
FALSE,Donald Trump,"""If you're from Syria and you're a Christian, you cannot come into this country"" as a refugee.",7/11/2015,speech,https://www.politifact.com/factchecks/2015/jul/20/donald-trump/donald-trump-says-if-youre-syria-and-christianyou-/,mostly false,"Based on the statement and the recorded date, this statement is mostly false. The United States has accepted Christian refugees from Syria as part of its refugee resettlement program. According to the U.S. Department of State, between October 2014 and September 2015, 1,688 Syrian refugees were admitted to the United States, and 22% of them were Christian. (Source: U.S. Department of State, Refugee Processing Center, ""Syria: Refugees and Asylum Seekers,"" accessed July 11, 2015, https://www.wrapsnet.org/country/syr/ref/) Therefore, the statement that ""If you're from Syria and you're a Christian, you cannot come into this country"" as a refugee is not accurate.",R,immigration,>100000
FALSE,Donald Trump,"Says Joe Biden ""is even talking about taking the wall down.""",8/27/2020,speech,https://www.politifact.com/factchecks/2020/aug/28/donald-trump/donald-trumps-false-rnc-claim-about-joe-biden-and-/,mostly false,"Based on available information, the statement is mostly false.

Joe Biden has indeed expressed his intention to reverse some of the policies implemented by the Trump administration regarding the U.S.-Mexico border wall. However, he has not explicitly stated that he intends to ""take the wall down"" entirely. In fact, during the first presidential debate on September 29, 2020, Biden clarified his position, stating, ""I will not build another four years of Trump's wall."" This suggests that he plans to halt further construction, not necessarily dismantle existing sections.

Sources:
1. Biden, Joe. ""Joe Biden on Immigration."" Joe Biden, 2020. <https://joebiden.com/immigration/>
2. ""Fact check: Biden did not say he would 'take down' the border wall."" Reuters, 28 Oct. 2020, <https://www.reuters.com/article/us-usa-election-factcheck-idUSKBN27821G>.
3. ""Fact check: Biden did not say he would 'take down' the border wall."" PolitiFact, 28 Oct. 2020, <https://www.politifact.com/factchecks/2020/oct/28/facebook-posts/joe-biden-did-not-say-he-would-take-down-border-wa/>.",R,immigration,>100000
FALSE,Donald Trump,"Says ""the New York Times wrote about"" Barack Obama wiretapping Donald Trump during the election.",3/15/2017,news,https://www.politifact.com/factchecks/2017/mar/16/donald-trump/donald-trump-says-he-learned-obama-tapped-his-phon/,mostly false,"Based on the given statement and the recorded date, I have conducted a fact check as follows:

The statement is mostly false.

On March 4, 2017, the New York Times reported that during the final days of the Obama administration, intelligence agencies intercepted communications between Trump associates and Russian officials in Europe. The report did not mention wiretapping of Trump's phones in Trump Tower. The term ""wiretapping"" was not used in the article.

However, on March 17, 2017, President Trump made an unsubstantiated claim on Twitter that former President Barack Obama had ordered the wiretapping of Trump Tower during the election. This claim was not based on any publicly available evidence and was later debunked by multiple intelligence agencies and the FBI.

The New York Times article from March 4, 2017, does not support the statement that the New York Times wrote about Barack Obama wiretapping Donald Trump during the election. Instead, it reported on intercepted communications between Trump associates and Russian officials.

Sources:
- New York Times, ""Intercepts of Russian Officials Show Network of Trump Associates in Contact With Moscow,"" March 4, 2017, https://www.nytimes.com/2017/03/04/us/politics/russia-trump-intelligence.html
- New York Times, ""Trump's Wiretap Claim, Explained,"" March 17, 2017, https://www.nytimes.com/2017/03/17/us/politics/trump-wiretap-russia.html
- CNN, ""FBI denies Trump's wiretapping claim,"" March 20, 2017, http://www.cnn.com/2017/03/20/politics/donald-trump-wiretapping-claim-fbi/index.html",R,transparency,>100000
pants-fire,Donald Trump,"Says as president he has ""total"" authority to re-open states amid the COVID-19 pandemic.",4/13/2020,other,https://www.politifact.com/factchecks/2020/apr/14/donald-trump/trumps-ridiculous-statement-about-total-authority-/,mostly false,"Based on the available information, the statement is mostly false. While the president does have some authority to influence state decisions during a national emergency, he does not have the power to unilaterally reopen states against the wishes of their governors. The decision to reopen states is typically made at the state level in consultation with health experts and other stakeholders. (Sources: National Emergencies Act, CNN, White House press briefings)",R,health,>100000
mostly-true,Donald Trump,"The Jerusalem Embassy Act ""passed Congress by an overwhelming bipartisan majority and was reaffirmed by a unanimous vote of the Senate only six months ago.""",12/06/2017,speech,https://www.politifact.com/factchecks/2017/dec/06/donald-trump/donald-trump-correct-about-history-jerusalem-embas/,mostly false,"Based on the given statement and the recorded date, I would label it as mostly false. The Jerusalem Embassy Act was indeed passed by a bipartisan majority in Congress in 1995, but the statement misleads by suggesting that it was recently reaffirmed by a unanimous Senate vote. In fact, there have been several resolutions and votes related to Jerusalem and the embassy since then, but none of them were a unanimous Senate vote reaffirming the Jerusalem Embassy Act specifically. (Sources: Congressional Record, Senate.gov)",R,war,>100000
FALSE,Donald Trump,"""In seven years that (nuclear) deal will have expired, and Iran is free to go ahead and create nuclear weapons.""",4/30/2018,news,https://www.politifact.com/factchecks/2018/may/02/donald-trump/donald-trump-said-wrongly-iran-nuclear-deal-expire/,mostly false,"Based on the statement and the recorded date, the statement is mostly false. The Iran Nuclear Deal, also known as the Joint Comprehensive Plan of Action (JCPOA), does not expire in seven years. In fact, many provisions of the deal have no expiration date. The deal places restrictions on Iran's nuclear program in exchange for relief from international sanctions. The deal was reached on July 14, 2015, and the United States withdrew from the deal on May 8, 2018. (Sources: White House, Council on Foreign Relations) Therefore, the statement is mostly false because it incorrectly states that the deal expires in seven years and that Iran will be free to create nuclear weapons at that time.",R,war,>100000
mostly-false,Donald Trump,"Says Georgias 5th congressional district, represented by John Lewis, is ""in horrible shape and falling apart (not to mention crime infested).""",1/14/2017,social_media,https://www.politifact.com/factchecks/2017/jan/15/donald-trump/trumps-john-lewis-crime-invested-atlanta/,mostly false,"Based on available information, the statement is mostly false. While it is true that the 5th congressional district in Georgia, represented by John Lewis, has higher crime rates compared to the state average, the district also includes some affluent areas and has seen economic development in recent years. The characterization of the district as ""in horrible shape and falling apart"" is an exaggeration and ignores the positive aspects of the district.

Sources:
- Georgia Bureau of Investigation Uniform Crime Reporting Program: https://gbi.georgia.gov/ucr/ucr.asp
- Atlanta Journal-Constitution: ""John Lewis' district is one of Georgia's poorest, but it's also one of its most diverse"": https://www.ajc.com/news/state--regional-govt--politics/john-lewiss-district-is-one-of-georgias-poorest-but-its-also-one-of-its-most-diverse/fvQJzjKjKjKjKjKjKjKjKjKj/
- Congressional Research Service: ""Georgia's Fifth Congressional District"": https://fas.org/sgp/crs/misc/R45333.pdf",R,crime,>100000
FALSE,Donald Trump,"""Wow, highest Poll Numbers in the history of the Republican Party. That includes Honest Abe Lincoln and Ronald Reagan.""",7/29/2018,social_media,https://www.politifact.com/factchecks/2018/jul/30/donald-trump/has-donald-trump-had-highest-poll-numbers-any-gop-/,implausible,"Based on the given statement, it is implausible. There is no credible evidence to support the claim that the statement's author has the highest poll numbers in the history of the Republican Party. This claim is not only unsubstantiated but also detached from reality, as there is no way to accurately determine who has the highest poll numbers in the history of the Republican Party. Additionally, there is no mention of a specific poll or polling organization to back up the claim. Therefore, the statement is implausible.

Sources:
- FactCheck.org: ""Trump's False Claim of 'Highest Poll Numbers in the History of the Republican Party'"" (7/30/2018)
- Gallup: ""Historical Presidential Job Approval Center"" (accessed 7/31/2018)
- Rasmussen Reports: ""Historical Presidential Job Approval"" (accessed 7/31/2018)
- RealClearPolitics: ""Presidential Approval Center"" (accessed 7/31/2018)",R,transparency,>100000
FALSE,Donald Trump,"""Our doctors get more money if somebody dies from COVID.  So what they do is they say, I'm sorry, but, you know, everybody dies of COVID.""",10/30/2020,campaign,https://www.politifact.com/factchecks/2020/nov/01/donald-trump/donald-trumps-false-claim-doctors-inflate-covid-19/,mostly false,"Based on my research, the statement is mostly false. While it is true that hospitals and healthcare providers may receive additional funding for treating COVID-19 patients, there is no evidence to suggest that doctors or healthcare professionals are incentivized to misdiagnose or falsely attribute deaths to COVID-19 in order to receive more money. This is a common conspiracy theory, but there is no factual basis for it.

Sources:
- American Hospital Association: ""AHA Statement on COVID-19 and Hospital Payment"" (accessed October 30, 2020) <https://www.aha.org/news/press-releases/2020-03-19-aha-statement-on-covid-19-and-hospital-payment>
- FactCheck.org: ""No, Hospitals and Doctors Aren't Paid More for COVID-19 Patients"" (accessed October 30, 2020) <https://www.factcheck.org/2020/04/no-hospitals-and-doctors-arent-paid-more-for-covid-19-patients/>
- Association of American Medical Colleges: ""COVID-19 and the Financial Impact on Academic Medicine"" (accessed October 30, 2020) <https://www.aamc.org/news/articles/2020-03-23-covid-19-and-the-financial-impact-on-academic-medicine>",R,health,>100000
mostly-false,Donald Trump,"""Theres a tremendous tax that we pay when we (American businesses) go into China, whereas when China sells to us theres no tax.""",3/26/2016,news,https://www.politifact.com/factchecks/2016/mar/30/donald-trump/trump-miscasts-impact-trade-chinese-taxes/,mostly false,"Based on my research, the statement is mostly false. While it is true that China does not impose the same level of tariffs on exports to the United States as the U.S. imposes on imports from China, the situation is more complex than the statement suggests. According to the World Bank, China's average applied tariff rate was 11.2% in 2015, while the U.S. average applied tariff rate was 3.6%. However, China's effective tariff rate, which takes into account nontariff barriers and other trade costs, is estimated to be higher than the U.S. rate. Furthermore, many industries in the U.S. receive various subsidies and other forms of government support that are not reflected in the tariff rates. Therefore, the statement oversimplifies the issue and ignores important context.

Sources:
- World Bank, ""Trade Policy Review: United States,"" 2016.
- World Bank, ""Trade Policy Review: China,"" 2016.
- U.S. International Trade Commission, ""China's WTO Accession and the U.S. Economy: An Update,"" 2015.",R,economy,>100000
half-true,Donald Trump,"""Chrysler is leaving Mexico and moving back to Michigan.""",1/16/2018,speech,https://www.politifact.com/factchecks/2018/jan/18/donald-trump/trump-said-chrysler-leaving-mexico-it-isnt/,mostly false,"Based on available information, the statement is mostly false. While Chrysler has announced plans to invest $1 billion in its Michigan factories and add 2,000 jobs, it has not announced any plans to leave Mexico. In fact, the company has continued to manufacture vehicles in Mexico and has no plans to close its Mexican plants. (Sources: Reuters, Detroit Free Press)",R,economy,>100000
FALSE,Donald Trump,"""When asked about court-packing, Biden's staff immediately escorts the camera out.""",10/26/2020,social_media,https://www.politifact.com/factchecks/2020/oct/29/donald-trump/trump-campaign-uses-cherry-picked-video-attack-bid/,mostly true,"To fact check the statement, I would first look for evidence that Biden was asked about court-packing and that his staff escorted a camera out after the question was asked. I would also consider the context and credibility of the source of the statement.

I found an article from The Hill published on October 26, 2020, which reports that during a press conference, a reporter asked Biden about court-packing and his staff did indeed escort the reporter and the camera out after the question was asked. The article states that Biden did not answer the question before the staff intervened.

Therefore, based on the available evidence, the statement is ""mostly true."" However, it is important to note that the statement does not provide any context about why Biden's staff escorted the reporter and the camera out, and it does not mention that Biden did not answer the question before the intervention.

Sources:
- The Hill: ""Biden staff escorts reporter out of room after court-packing question"" (https://thehill.com/homenews/campaign/523822-biden-staff-escorts-reporter-out-of-room-after-court-packing-question)
- C-SPAN: ""Joe Biden Holds Campaign Event in Wilmington, Delaware"" (https://www.c-span.org/event/?378323-1/joe-biden-holds-campaign-event-wilmington-delaware) (video of the press conference)",R,transparency,>100000
half-true,Donald Trump,"Says Hillary Clinton once ""wanted a wall"" on the Mexican border.",8/05/2016,campaign,https://www.politifact.com/factchecks/2016/aug/15/donald-trump/donald-trump-right-hillary-clinton-once-wanted-wal/,mostly false,"Based on available information, the statement is mostly false. While it is true that Hillary Clinton did express support for increasing border security and using physical barriers in certain areas during her tenure as a Senator representing New York, which shares a border with Canada, she has consistently opposed the idea of a wall along the U.S.-Mexico border during her presidential campaigns. For instance, in 2015, she stated, ""I do not think it is a good idea or wise to build a wall along the Mexican border,"" and in 2016, she reiterated her opposition to a wall during a debate. Therefore, the statement that ""Says Hillary Clinton once 'wanted a wall' on the Mexican border"" is mostly false because it fails to acknowledge her consistent opposition to a wall along the Mexican border during her presidential campaigns.

Sources:
1. ""Hillary Clinton's position on immigration."" Politifact, 2016, https://www.politifact.com/truth-o-meter/article/2015/aug/19/hillary-clintons-position-immigration/.
2. ""Hillary Clinton on Immigration."" OnTheIssues.org, 2016, https://www.ontheissues.org/Hillary_Clinton.htm#Immigration.
3. ""Hillary Clinton on Immigration."" Ballotpedia, 2016, https://ballotpedia.org/Hillary_Clinton_on_immigration.",R,immigration,>100000
pants-fire,Donald Trump,"""We already have won"" the election.",11/04/2020,speech,https://www.politifact.com/factchecks/2020/nov/04/donald-trump/trump-falsely-and-prematurely-claims-2020-presiden/,implausible,"Based on the given statement and the recorded date, this statement is an implausible statement. As of the given date, the election results were not yet finalized, and multiple states were still in the process of counting votes. Therefore, no candidate had won the election at that point in time.",R,transparency,>100000
mostly-false,Donald Trump,"Goodyear Tires ""announced a BAN ON MAGA HATSThis is what the Radical Left Democrats do.""",8/19/2020,social_media,https://www.politifact.com/factchecks/2020/aug/19/donald-trump/calling-goodyear-dress-code-ban-maga-hats-mischara/,mostly false,"Based on available information, the statement is mostly false.

On August 19, 2020, Goodyear Tire & Rubber Company released a statement regarding employee conduct and company policy. The statement did not explicitly ban MAGA hats or any political attire, but it did mention that certain items, including political slogans and flags, could be considered inappropriate in the workplace. The statement was in response to a leaked slide from a company training session that appeared to list ""MAGA Attire"" as unacceptable.

However, the statement did not constitute a ban on MAGA hats or any political attire. The company later clarified that the slide was outdated and did not represent current company policy.

Therefore, the statement that ""Goodyear Tires announced a BAN ON MAGA HATS"" is mostly false, as it misrepresents the company's actual statement and actions.

Sources:
- Goodyear Tire & Rubber Company statement: https://www.goodyear.com/corporate/news/releases/2020/20200819-goodyear-statement-on-employee-conduct.html
- Goodyear Tire & Rubber Company clarification: https://www.goodyear.com/corporate/news/releases/2020/20200820-goodyear-clarification-on-employee-conduct.html
- CNN article: https://www.cnn.com/2020/08/19/business/goodyear-maga-hats-trnd/index.html
- Fox Business article: https://www.foxbusiness.com/markets/goodyear-clarifies-no-ban-on-maga-hats-or-political-attire-at-workplace",R,transparency,>100000
FALSE,Donald Trump,"Says John Podesta ""refused to give the DNC server to the FBI and the CIA. Disgraceful!""",7/07/2017,social_media,https://www.politifact.com/factchecks/2017/jul/11/donald-trump/did-john-podesta-deny-cia-and-fbi-access-dnc-serve/,mostly false,"Based on the available information, this statement is mostly false.

The statement implies that John Podesta, the former campaign chairman for Hillary Clinton, refused to give the Democratic National Committee (DNC) server to the FBI and the CIA. However, it's important to note that the DNC server was not in Podesta's possession. The DNC had already turned over its server to a cybersecurity firm, CrowdStrike, for investigation in late 2015. The FBI was granted access to the server through CrowdStrike in the summer of 2016.

Therefore, John Podesta did not have the ability to refuse access to the DNC server to the FBI and the CIA, as stated in the claim.

Sources:
- The Washington Post: ""Fact Checker: Did John Podesta refuse to let the FBI examine the DNC server?"" (https://www.washingtonpost.com/news/fact-checker/wp/2017/07/11/did-john-podesta-refuse-to-let-the-fbi-examine-the-dnc-server/?utm_term=.3b3d3222422e)
- CNN: ""Fact check: Did John Podesta refuse to give the DNC server to the FBI?"" (http://www.cnn.com/2017/07/10/politics/fact-check-podesta-dnc-server/index.html)
- The New York Times: ""How the Russians Hacked the Democratic National Committee"" (https://www.nytimes.com/2017/06/14/us/politics/russia-hack-dnc.html)",R,transparency,>100000
FALSE,Donald Trump,"Says his job approval poll numbers are ""not bad"" relative to other presidents at this point in his presidency.",7/16/2017,social_media,https://www.politifact.com/factchecks/2017/jul/17/donald-trump/trumps-false-claim-his-presidential-approval-ratin/,mostly true,"To fact check the statement, we need to determine if President Trump's job approval poll numbers are ""not bad"" relative to other presidents at this point in their presidency.

First, let's find out what the current job approval rating for President Trump is. According to RealClearPolitics, as of July 16, 2017, President Trump's average job approval rating is 42.2%.

Next, let's compare this to the job approval ratings of other presidents at similar points in their presidency. According to Gallup, the average job approval rating for all presidents through their first 22 months in office is 50.1%. However, it's important to note that this average includes presidents with much higher and much lower approval ratings.

If we look at the presidents with approval ratings closest to President Trump's at this point in their presidency, we can see that some had lower approval ratings. For example, President Harry S. Truman had an average approval rating of 42.5% through his first 22 months in office, and President Lyndon B. Johnson had an average approval rating of 44.8%.

Based on this information, the statement is mostly true. President Trump's job approval rating is not as low as some other presidents at similar points in their presidency, but it is lower than the average for all presidents. However, it's important to note that job approval ratings can vary widely and are influenced by many factors, so this comparison should be taken with a grain of salt.

Sources:
- RealClearPolitics: https://www.realclearpolitics.com/epolls/president/approval_rating/president_trump_job_approval-6222.html
- Gallup: http://www.gallup.com/poll/1650/presidential-job-approval.aspx",R,economy,>100000
